GenePublicName,SequenceNameGene,SequenceNameTranscript,Db10,OP50,Ratio_Db10vsOP50,log2_Ratio_Db10vsOP50,Infection_upregulated,Infection_downregulated
Y43F11A.1,Y43F11A.1,Y43F11A.1,nan,nan,,,,
Y43F11A.2,Y43F11A.2,Y43F11A.2,"0,228824","0,211121","1,083852",0.116167770120,,
Y43F11A.3,Y43F11A.3,Y43F11A.3,"0,19811","0,150822","1,313535",0.393454642538,,
Y43F11A.4,Y43F11A.4,Y43F11A.4,nan,nan,,,,
Y43F11A.5,Y43F11A.5,Y43F11A.5,"0,300893","0,22204","1,35513",0.438431258486,,
Y43F4A.1,Y43F4A.1,Y43F4A.1a,"0,181805","0,086199","2,109141",1.076655545203,,
Y43F4A.1,Y43F4A.1,Y43F4A.1b,"0,291642","0,153095","1,904974",0.929771307258,,
Y43F4A.3,Y43F4A.3,Y43F4A.3,0,0,,,,
Y43F4A.4,Y43F4A.4,Y43F4A.4,"0,03794","0,003086","12,295133",3.620015435954,1,
Y43F4B.10,Y43F4B.10,Y43F4B.10.1,"3,8976","3,96653","0,982622",-0.025291554826,,
Y43F4B.10,Y43F4B.10,Y43F4B.10.2,"3,4419","4,42744","0,777402",-0.363267275625,,
Y43F4B.2,Y43F4B.2,Y43F4B.2,"0,085616","0,063992","1,33793",0.420002636686,,
Y43F4B.3,Y43F4B.3,Y43F4B.3,"0,712421","0,661262","1,077366",0.107508441790,,
npp-18,Y43F4B.4,Y43F4B.4,"1,34645","1,603","0,839956",-0.251614338715,,
Y43F4B.5,Y43F4B.5,Y43F4B.5a.1,"2,69772","1,11824","2,41247",1.270511002020,,
Y43F4B.5,Y43F4B.5,Y43F4B.5a.2,"2,7407","1,12177","2,443192",1.288767243287,,
Y43F4B.5,Y43F4B.5,Y43F4B.5b,"2,71448","1,10555","2,455321",1.295911649727,,
klp-19,Y43F4B.6,Y43F4B.6.1,"1,33078","1,54899","0,859128",-0.219055002862,,
klp-19,Y43F4B.6,Y43F4B.6.2,"1,33714","1,55455","0,860146",-0.217346533214,,
Y43F4B.7,Y43F4B.7,Y43F4B.7,"0,612024","0,357304","1,712894",0.776435875061,,
Y43F4B.9,Y43F4B.9,Y43F4B.9.1,"0,583352","0,539693","1,080896",0.112227718723,,
Y43F4B.9,Y43F4B.9,Y43F4B.9.2,"0,589051","0,55224","1,066658",0.093097682447,,
Y43F8A.1,Y43F8A.1,Y43F8A.1,"0,013036","0,362834","0,035928",-4.798747562545,,1
Y43F8A.2,Y43F8A.2,Y43F8A.2,"0,008291","0,00088","9,426069",3.236656242099,1,
Y43F8A.3,Y43F8A.3,Y43F8A.3,"0,180891","0,0842","2,148354",1.103231736324,,
srw-84,Y43F8A.4,Y43F8A.4,0,0,,,,
Y43F8A.5,Y43F8A.5,Y43F8A.5,"0,052331","0,025466","2,054924",1.039085037775,,
Y43F8B.10,Y43F8B.10,Y43F8B.10,0,"0,008713",0,,,
Y43F8B.11,Y43F8B.11,Y43F8B.11,"0,074003","0,077167","0,958999",-0.060398784019,,
Y43F8B.12,Y43F8B.12,Y43F8B.12,"0,024775","0,008969","2,762332",1.465886725088,1,
Y43F8B.13,Y43F8B.13,Y43F8B.13,"0,114976","0,086519","1,328909",0.410242316244,,
Y43F8B.14,Y43F8B.14,Y43F8B.14,"0,020467","0,004485","4,563334",2.190088251528,1,
Y43F8B.1,Y43F8B.1,Y43F8B.1a.1,"0,701995","1,01149","0,694021",-0.526948777707,,
Y43F8B.1,Y43F8B.1,Y43F8B.1a.2,"0,870395","1,05106","0,828112",-0.272102193205,,
Y43F8B.1,Y43F8B.1,Y43F8B.1b,"0,865973","1,056","0,82005",-0.286216218629,,
Y43F8B.1,Y43F8B.1,Y43F8B.1c,"0,996263","1,19949","0,830572",-0.267822858018,,
Y43F8B.2,Y43F8B.2,Y43F8B.2a,"2,22695","1,4992","1,485426",0.570876735707,,
Y43F8B.2,Y43F8B.2,Y43F8B.2b,"3,35453","2,28499","1,468072",0.553922725331,,
Y43F8B.3,Y43F8B.3,Y43F8B.3,"0,129115","0,101268","1,274983",0.350478011022,,
Y43F8B.4,Y43F8B.4,Y43F8B.4,0,"0,000368",0,,,
Y43F8B.5,Y43F8B.5,Y43F8B.5,0,0,,,,
Y43F8B.6,Y43F8B.6,Y43F8B.6,"0,006594","0,006087","1,083171",0.115261018918,,
Y43F8B.7,Y43F8B.7,Y43F8B.7,"0,022777","0,031139","0,731461",-0.451147150013,,
Y43F8B.9,Y43F8B.9,Y43F8B.9,"0,161729","0,473965","0,341226",-1.551200516690,,1
nlp-25,Y43F8C.1,Y43F8C.1,"0,156281","0,058716","2,661656",1.412324125283,1,
dmd-3,Y43F8C.10,Y43F8C.10,0,"0,002515",0,,,
Y43F8C.11,Y43F8C.11,Y43F8C.11,"0,298623","0,331434","0,901003",-0.150396185210,,
mrp-7,Y43F8C.12,Y43F8C.12,"0,325321","0,321969","1,010411",0.014942250453,,
Y43F8C.13,Y43F8C.13,Y43F8C.13,"0,578401","0,159728","3,621162",1.856452720136,1,
ani-3,Y43F8C.14,Y43F8C.14,"0,464341","0,381057","1,21856",0.285177288871,,
Y43F8C.15,Y43F8C.15,Y43F8C.15,0,0,,,,
Y43F8C.16,Y43F8C.16,Y43F8C.16,"0,001988","0,001041","1,909396",0.933116342128,,
Y43F8C.17,Y43F8C.17,Y43F8C.17,"0,027549","0,006495","4,241481",2.084568099290,1,
Y43F8C.18,Y43F8C.18,Y43F8C.18,"0,02386","0,111124","0,214716",-2.219498394326,,1
srv-3,Y43F8C.19,Y43F8C.19,0,0,,,,
nlp-26,Y43F8C.2,Y43F8C.2.1,"0,536584","1,75533","0,305688",-1.709868175572,,1
nlp-26,Y43F8C.2,Y43F8C.2.2,"0,514857","1,68154","0,306182",-1.707538623526,,1
grsp-1,Y43F8C.20,Y43F8C.20,"0,310614","0,209493","1,482694",0.568220883541,,
Y43F8C.3,Y43F8C.3,Y43F8C.3,"0,214592","0,258805","0,829165",-0.270268874957,,
Y43F8C.4,Y43F8C.4,Y43F8C.4,"0,006184","0,00602","1,02727",0.038815418722,,
Y43F8C.5,Y43F8C.5,Y43F8C.5,"0,003426","0,00056","6,123289",2.614306775371,1,
Y43F8C.6,Y43F8C.6,Y43F8C.6,"0,283842","0,31617","0,897751",-0.155612739986,,
Y43F8C.7,Y43F8C.7,Y43F8C.7.1,"1,79689","1,49094","1,205206",0.269279760379,,
Y43F8C.7,Y43F8C.7,Y43F8C.7.2,"1,75346","1,4711","1,191938",0.253309194341,,
Y43F8C.8,Y43F8C.8,Y43F8C.8,"0,301456","0,410764","0,733891",-0.446362289907,,
Y43F8C.9,Y43F8C.9,Y43F8C.9,"0,022176","0,01906","1,163465",0.218427811443,,
Y43H11AL.1,Y43H11AL.1,Y43H11AL.1.1,"0,940768","0,702503","1,339166",0.421334804974,,
Y43H11AL.1,Y43H11AL.1,Y43H11AL.1.2,"1,17742","0,884846","1,33065",0.412131150013,,
Y43H11AL.1,Y43H11AL.1,Y43H11AL.1.3,"1,17171","0,892651","1,312618",0.392447122103,,
Y43H11AL.2,Y43H11AL.2,Y43H11AL.2,"0,762588","0,511615","1,490551",0.575845738756,,
pqn-85,Y43H11AL.3,Y43H11AL.3,"0,527834","0,522945","1,009349",0.013425097648,,
srxa-14,Y44A6B.1,Y44A6B.1,0,"0,001684",0,,,
srxa-15,Y44A6B.2,Y44A6B.2,"0,000531","0,000384","1,382311",0.467082237782,,
Y44A6B.3,Y44A6B.3,Y44A6B.3,"0,002184","0,000395","5,533802",2.468271025096,1,
Y44A6B.4,Y44A6B.4,Y44A6B.4,"0,004468",0,,,,
Y44A6C.1,Y44A6C.1,Y44A6C.1,"0,135895","0,263758","0,515226",-0.956722696457,,
Y44A6C.2,Y44A6C.2,Y44A6C.2,"0,132496","0,057633","2,298961",1.200981992118,,
Y44A6D.1,Y44A6D.1,Y44A6D.1,"0,010866","0,009743","1,115218",0.157325752098,,
Y44A6D.2,Y44A6D.2,Y44A6D.2,"1,95711","2,24925","0,870117",-0.200718689362,,
Y44A6D.3,Y44A6D.3,Y44A6D.3,"0,721415","0,545802","1,321752",0.402451509725,,
sdf-9,Y44A6D.4,Y44A6D.4,0,"0,000711",0,,,
Y44A6D.5,Y44A6D.5,Y44A6D.5,"0,00119","0,001455","0,817884",-0.290031853789,,
Y44A6D.6,Y44A6D.6,Y44A6D.6,"0,002484","0,003575","0,694856",-0.525214066132,,
Y44A6E.1,Y44A6E.1,Y44A6E.1a,"0,092734","0,062009","1,495501",0.580628875148,,
Y44A6E.1,Y44A6E.1,Y44A6E.1b,"0,088936","0,060695","1,465299",0.551195082261,,
Y44E3A.1,Y44E3A.1,Y44E3A.1a,"0,511355","0,375511","1,361758",0.445470342689,,
Y44E3A.1,Y44E3A.1,Y44E3A.1b,"0,111914","0,05668","1,974492",0.981481522479,,
ace-2,Y44E3A.2,Y44E3A.2,"0,14591","0,096213","1,516534",0.600777842889,,
Y44E3A.3,Y44E3A.3,Y44E3A.3,"2,83407","7,53753","0,375995",-1.411214617886,,1
Y44E3A.4,Y44E3A.4,Y44E3A.4,"0,599291","0,631596","0,948852",-0.075745018723,,
Y44E3A.6,Y44E3A.6,Y44E3A.6a,"0,804418","0,924341","0,870261",-0.200479950322,,
Y44E3A.6,Y44E3A.6,Y44E3A.6b,"0,816427","0,93959","0,868918",-0.202708058901,,
zip-4,Y44E3B.1,Y44E3B.1a,"1,12746","0,716993","1,572484",0.653045337780,,
zip-4,Y44E3B.1,Y44E3B.1b.1,"1,11764","0,803373","1,391184",0.476313245424,,
zip-4,Y44E3B.1,Y44E3B.1b.2,"1,13107","0,746402","1,515363",0.599663427738,,
zip-4,Y44E3B.1,Y44E3B.1c,"1,10168","0,765061","1,43999",0.526058792917,,
Y44E3B.2,Y44E3B.2,Y44E3B.2,"0,035427","0,039951","0,886752",-0.173397415837,,
Y44F5A.1,Y44F5A.1,Y44F5A.1,"0,213238","0,150146","1,420204",0.506098175258,,
puf-3,Y45F10A.2,Y45F10A.2.1,"1,52259","2,0957","0,726531",-0.460903738059,,
puf-3,Y45F10A.2,Y45F10A.2.2,"1,52849","2,2352","0,683827",-0.548296708096,,
Y45F10A.3,Y45F10A.3,Y45F10A.3,"0,325548","0,254594","1,278695",0.354672187237,,
Y45F10A.4,Y45F10A.4,Y45F10A.4,"0,214873","0,169468","1,267927",0.342471685722,,
nlp-17,Y45F10A.5,Y45F10A.5,"1,95929","3,17667","0,616775",-0.697183805813,,
Y45F10A.6,Y45F10A.6,Y45F10A.6a,"0,451856","0,424326","1,064879",0.090689509308,,
Y45F10A.6,Y45F10A.6,Y45F10A.6b,"0,448851","0,421593","1,064655",0.090386002822,,
Y45F10A.7,Y45F10A.7,Y45F10A.7a,"0,129381","0,138935","0,931234",-0.102784361882,,
Y45F10A.7,Y45F10A.7,Y45F10A.7b,"0,137695","0,148752","0,925668",-0.111433245503,,
tsp-5,Y45F10B.1,Y45F10B.1,0,0,,,,
qui-1,Y45F10B.10,Y45F10B.10,"0,037596","0,031696","1,18616",0.246298626779,,
sru-9,Y45F10B.11,Y45F10B.11,0,"0,000264",0,,,
Y45F10B.12,Y45F10B.12,Y45F10B.12,0,0,,,,
Y45F10B.13,Y45F10B.13,Y45F10B.13a,"0,371365","0,238739","1,555527",0.637403436613,,
Y45F10B.13,Y45F10B.13,Y45F10B.13b,"0,370683","0,243444","1,522662",0.606595728403,,
Y45F10B.13,Y45F10B.13,Y45F10B.13c,"0,335055","0,15551","2,154556",1.107390596649,,
srd-10,Y45F10B.14,Y45F10B.14,"0,00573","0,002077","2,758175",1.463713995511,1,
Y45F10B.15,Y45F10B.15,Y45F10B.15,"0,003559","0,00487","0,730784",-0.452483047366,,
Y45F10B.2,Y45F10B.2,Y45F10B.2,0,0,,,,
Y45F10B.3,Y45F10B.3,Y45F10B.3,0,"0,015043",0,,,
sru-16,Y45F10B.4,Y45F10B.4,0,0,,,,
sru-12,Y45F10B.5,Y45F10B.5,0,0,,,,
sru-11,Y45F10B.6,Y45F10B.6,0,0,,,,
Y45F10B.8,Y45F10B.8,Y45F10B.8,0,0,,,,
Y45F10B.9,Y45F10B.9,Y45F10B.9,0,0,,,,
Y45F10C.1,Y45F10C.1,Y45F10C.1,0,0,,,,
Y45F10C.2,Y45F10C.2,Y45F10C.2,"0,374618","0,564975","0,66307",-0.592766911847,,
Y45F10C.3,Y45F10C.3,Y45F10C.3,"1,99914","1,36588","1,463628",0.549548920595,,
Y45F10C.4,Y45F10C.4,Y45F10C.4,"9,22523","13,7418","0,671326",-0.574914576793,,
Y45F10C.6,Y45F10C.6,Y45F10C.6,"0,031283","0,113792","0,274915",-1.862942469102,,1
Y45F10D.10,Y45F10D.10,Y45F10D.10,"0,355805","0,479887","0,741435",-0.431607874612,,
Y45F10D.11,Y45F10D.11,Y45F10D.11a,"0,706202","0,283831","2,488107",1.315048529299,,
Y45F10D.11,Y45F10D.11,Y45F10D.11b,"0,232532","0,13246","1,755488",0.811872134413,,
rpl-18,Y45F10D.12,Y45F10D.12.1,"65,0626","66,3657","0,980365",-0.028609115403,,
rpl-18,Y45F10D.12,Y45F10D.12.2,"62,8711","57,5193","1,093044",0.128351477226,,
tag-208,Y45F10D.13,Y45F10D.13a,"0,110908","0,061011","1,817845",0.862229192236,,
Y45F10D.14,Y45F10D.14,Y45F10D.14,"0,092568","0,000923","100,296442",6.648126617260,1,
Y45F10D.15,Y45F10D.15,Y45F10D.15,0,0,,,,
Y45F10D.16,Y45F10D.16,Y45F10D.16,0,"0,012002",0,,,
Y45F10D.2,Y45F10D.2,Y45F10D.2,0,"0,098554",0,,,
gly-10,Y45F10D.3,Y45F10D.3a,"0,716259","0,484483","1,478399",0.564035686017,,
gly-10,Y45F10D.3,Y45F10D.3b,"0,66428","0,46489","1,428897",0.514901925570,,
Y45F10D.4,Y45F10D.4,Y45F10D.4,"4,62666","4,13185","1,119755",0.163183108220,,
Y45F10D.6,Y45F10D.6,Y45F10D.6,"0,137836","0,180983","0,761596",-0.392902193441,,
Y45F10D.7,Y45F10D.7,Y45F10D.7,"0,412131","0,349851","1,178019",0.236362808256,,
sas-6,Y45F10D.9,Y45F10D.9,"0,75776","0,496012","1,527705",0.611365985700,,
Y45F3A.1,Y45F3A.1,Y45F3A.1,"0,061272","0,056043","1,093309",0.128701205003,,
rab-30,Y45F3A.2,Y45F3A.2,"0,670777","0,296348","2,263477",1.178540646920,,
Y45F3A.3,Y45F3A.3,Y45F3A.3a.1,"0,713595","0,582992","1,224022",0.291629488591,,
Y45F3A.3,Y45F3A.3,Y45F3A.3a.2,"0,680334","0,513621","1,324584",0.405539336755,,
Y45F3A.3,Y45F3A.3,Y45F3A.3a.3,"0,682487","0,518388","1,316556",0.396768888041,,
Y45F3A.3,Y45F3A.3,Y45F3A.3b.1,"0,634554","0,476235","1,332439",0.414069486897,,
Y45F3A.3,Y45F3A.3,Y45F3A.3b.2,"0,680334","0,513621","1,324584",0.405539336755,,
Y45F3A.3,Y45F3A.3,Y45F3A.3b.3,"0,682487","0,518388","1,316556",0.396768888041,,
Y45F3A.3,Y45F3A.3,Y45F3A.3b.4,"0,63044","0,473352","1,331863",0.413445689477,,
Y45F3A.4,Y45F3A.4,Y45F3A.4,"0,179121","0,195922","0,914246",-0.129345685372,,
Y45F3A.5,Y45F3A.5,Y45F3A.5,0,0,,,,
Y45F3A.8,Y45F3A.8,Y45F3A.8,0,0,,,,
Y45F3A.9,Y45F3A.9,Y45F3A.9,"0,123457","0,132742","0,930052",-0.104616714102,,
srj-55,Y45G12A.1,Y45G12A.1,0,0,,,,
nuo-5,Y45G12B.1,Y45G12B.1a,"1,07074","1,41109","0,758803",-0.398202712294,,
nuo-5,Y45G12B.1,Y45G12B.1b,"0,597765","0,834204","0,716569",-0.480822463443,,
nuo-5,Y45G12B.1,Y45G12B.1c.1,"0,938765","1,43398","0,654657",-0.611188873749,,
nuo-5,Y45G12B.1,Y45G12B.1c.2,"0,939162","1,43461","0,654646",-0.611213115114,,
Y45G12B.2,Y45G12B.2,Y45G12B.2a,"0,44608","0,510802","0,873293",-0.195462318779,,
Y45G12B.2,Y45G12B.2,Y45G12B.2b,"0,512046","0,497682","1,028862",0.041049488289,,
Y45G12B.3,Y45G12B.3,Y45G12B.3,"0,22185","0,152849","1,451432",0.537476982877,,
Y45G12C.1,Y45G12C.1,Y45G12C.1,"0,043749","0,025767","1,69788",0.763734498041,,
Y45G12C.10,Y45G12C.10,Y45G12C.10,nan,nan,,,,
Y45G12C.11,Y45G12C.11,Y45G12C.11,nan,nan,,,,
str-154,Y45G12C.12,Y45G12C.12,nan,nan,,,,
srj-19,Y45G12C.14,Y45G12C.14,0,0,,,,
srj-20,Y45G12C.15,Y45G12C.15,0,0,,,,
Y45G12C.16,Y45G12C.16,Y45G12C.16,nan,nan,,,,
gst-10,Y45G12C.2,Y45G12C.2,"1,27284","0,450628","2,824591",1.498041980806,1,
Y45G12C.3,Y45G12C.3,Y45G12C.3,nan,nan,,,,
Y45G12C.4,Y45G12C.4,Y45G12C.4,nan,nan,,,,
srt-2,Y45G12C.5,Y45G12C.5,nan,nan,,,,
Y45G12C.6,Y45G12C.6,Y45G12C.6,nan,nan,,,,
srd-73,Y45G12C.7,Y45G12C.7,nan,nan,,,,
srbc-81,Y45G12C.8,Y45G12C.8,nan,nan,,,,
srd-72,Y45G12C.9,Y45G12C.9,nan,nan,,,,
Y45G5AL.1,Y45G5AL.1,Y45G5AL.1a.1,"2,11621","1,7175","1,232146",0.301173214634,,
Y45G5AL.1,Y45G5AL.1,Y45G5AL.1a.2,"1,91044","1,76763","1,080792",0.112088901017,,
Y45G5AL.1,Y45G5AL.1,Y45G5AL.1b,"1,8757","1,73678","1,079987",0.111013946511,,
Y45G5AL.2,Y45G5AL.2,Y45G5AL.2,0,0,,,,
nhr-114,Y45G5AM.1,Y45G5AM.1a.1,"1,33413","0,559141","2,386035",1.254615205630,,
nhr-114,Y45G5AM.1,Y45G5AM.1a.2,"1,45426","0,586595","2,479155",1.309848473418,,
nhr-114,Y45G5AM.1,Y45G5AM.1b,"1,16929","0,486817","2,401909",1.264181493368,,
Y45G5AM.2,Y45G5AM.2,Y45G5AM.2,"0,281956","0,2351","1,199302",0.262194994066,,
Y45G5AM.3,Y45G5AM.3,Y45G5AM.3,"0,325714","0,179512","1,814441",0.859525145607,,
Y45G5AM.4,Y45G5AM.4,Y45G5AM.4,0,"0,004467",0,,,
Y45G5AM.5,Y45G5AM.5,Y45G5AM.5,"0,119976","0,205633","0,583447",-0.777326486615,,
Y45G5AM.6,Y45G5AM.6,Y45G5AM.6,"0,211968","0,127126","1,667385",0.737587261769,,
Y45G5AM.7,Y45G5AM.7,Y45G5AM.7,"0,845567","0,717806","1,177988",0.236324842709,,
Y45G5AM.8,Y45G5AM.8,Y45G5AM.8,"0,30514","0,204904","1,489185",0.574522989651,,
Y45G5AM.9,Y45G5AM.9,Y45G5AM.9a,"0,805463","0,775336","1,038857",0.054997079084,,
Y45G5AM.9,Y45G5AM.9,Y45G5AM.9b,"0,753483","0,722691","1,042607",0.060195451246,,
Y45G5AM.9,Y45G5AM.9,Y45G5AM.9c,"0,760377","0,785126","0,968478",-0.046208818027,,
Y46B2A.1,Y46B2A.1,Y46B2A.1,"0,116038","0,348808","0,33267",-1.587836324256,,1
Y46B2A.2,Y46B2A.2,Y46B2A.2,0,0,,,,
Y46B2A.3,Y46B2A.3,Y46B2A.3,0,0,,,,
clec-73,Y46C8AL.1,Y46C8AL.1,"0,004554","0,001875","2,428575",1.280110040802,,
Y46C8AL.2,Y46C8AL.2,Y46C8AL.2,"0,348439","0,011243","30,990812",4.953768650813,1,
clec-70,Y46C8AL.3,Y46C8AL.3,"0,020456","0,007689","2,660242",1.411557492463,1,
clec-71,Y46C8AL.4,Y46C8AL.4,"0,027405","0,00023","118,910546",6.893732861016,1,
clec-72,Y46C8AL.5,Y46C8AL.5.1,"0,619945","0,130258","4,759362",2.250768190944,1,
clec-72,Y46C8AL.5,Y46C8AL.5.2,"0,599475","0,126706","4,731228",2.242214686646,1,
clec-74,Y46C8AL.8,Y46C8AL.8,"0,024626","0,003702","6,652385",2.733871665546,1,
clec-75,Y46C8AL.9,Y46C8AL.9a,"0,023023","0,040349","0,570585",-0.809486274203,,
clec-75,Y46C8AL.9,Y46C8AL.9b,"0,020479","0,037993","0,539014",-0.891605349798,,
clec-76,Y46C8AR.1,Y46C8AR.1.1,"0,042351","0,173532","0,244051",-2.034745431695,,1
clec-76,Y46C8AR.1,Y46C8AR.1.2,"0,04756","0,16887","0,281637",-1.828091214712,,1
clec-77,Y46C8AR.3,Y46C8AR.3,0,"0,000563",0,,,
Y46D2A.1,Y46D2A.1,Y46D2A.1,"0,150942","0,044728","3,374695",1.754757119387,1,
Y46D2A.2,Y46D2A.2,Y46D2A.2,"0,551954","0,067791","8,141971",3.025378082909,1,
Y46D2A.3,Y46D2A.3,Y46D2A.3,"0,004876","0,000857","5,691464",2.508799800840,1,
cnc-6,Y46E12A.1,Y46E12A.1,"0,142152","0,673864","0,210951",-2.245020168308,,1
Y46E12A.2,Y46E12A.2,Y46E12A.2,0,0,,,,
Y46E12A.3,Y46E12A.3,Y46E12A.3,0,"0,000718",0,,,
Y46E12A.4,Y46E12A.4,Y46E12A.4,"0,065117","0,159628","0,407927",-1.293617095046,,
tig-3,Y46E12BL.1,Y46E12BL.1,"0,036124","0,014129","2,5568",1.354339313379,,
Y46E12BL.2,Y46E12BL.2,Y46E12BL.2,"0,225027","0,427085","0,52689",-0.924426296249,,
Y46E12BL.3,Y46E12BL.3,Y46E12BL.3,"1,40031","1,29459","1,081663",0.113251087003,,
Y46E12BL.4,Y46E12BL.4,Y46E12BL.4,"0,546445","0,537371","1,016886",0.024157952103,,
Y46E12BR.1,Y46E12BR.1,Y46E12BR.1,"0,085743","0,126491","0,677859",-0.560942882227,,
Y46G5A.10,Y46G5A.10,Y46G5A.10,"0,081861","0,07013","1,167284",0.223155611212,,
Y46G5A.12,Y46G5A.12,Y46G5A.12.1,"1,31176","1,2674","1,035001",0.049632161632,,
Y46G5A.12,Y46G5A.12,Y46G5A.12.2,"1,29385","1,24894","1,035958",0.050965514202,,
Y46G5A.13,Y46G5A.13,Y46G5A.13,"0,349585","0,337261","1,036541",0.051777182850,,
Y46G5A.14,Y46G5A.14,Y46G5A.14,0,"0,010733",0,,,
Y46G5A.15,Y46G5A.15,Y46G5A.15,"0,140258","0,155127","0,90415",-0.145365956866,,
cpt-1,Y46G5A.17,Y46G5A.17.1,"1,46831","2,26893","0,647138",-0.627854700001,,
cpt-1,Y46G5A.17,Y46G5A.17.2,"1,56183","2,51726","0,620448",-0.688617792325,,
Y46G5A.18,Y46G5A.18,Y46G5A.18,"0,879855","0,760512","1,156925",0.210295341857,,
Y46G5A.19,Y46G5A.19,Y46G5A.19.1,"0,363621","0,158433","2,295109",1.198562672169,,
Y46G5A.19,Y46G5A.19,Y46G5A.19.2,"0,410268","0,275331","1,49009",0.575399470709,,
Y46G5A.19,Y46G5A.19,Y46G5A.19.3,"0,376703","0,156457","2,407709",1.267661035941,,
Y46G5A.1,Y46G5A.1,Y46G5A.1a,"0,368642","0,437828","0,841979",-0.248143843750,,
Y46G5A.1,Y46G5A.1,Y46G5A.1b.1,"0,362458","0,415778","0,871758",-0.198000396416,,
Y46G5A.1,Y46G5A.1,Y46G5A.1b.2,"0,359666","0,410404","0,876371",-0.190386350003,,
Y46G5A.2,Y46G5A.2,Y46G5A.2,"0,123208","0,139514","0,883123",-0.179313706694,,
Y46G5A.20,Y46G5A.20,Y46G5A.20,"0,709901","0,822986","0,862592",-0.213249758845,,
acl-7,Y46G5A.21,Y46G5A.21,"0,349628","0,414746","0,842993",-0.246407443444,,
Y46G5A.22,Y46G5A.22,Y46G5A.22a,"0,021359","0,004876","4,380341",2.131043184863,1,
Y46G5A.22,Y46G5A.22,Y46G5A.22b,"0,019347","0,004417","4,380357",2.131048454562,1,
Y46G5A.23,Y46G5A.23,Y46G5A.23,"0,030375","0,056306","0,539464",-0.890401407193,,
Y46G5A.24,Y46G5A.24,Y46G5A.24,"0,004165","0,01346","0,309467",-1.692142518968,,1
snf-4,Y46G5A.25,Y46G5A.25,0,0,,,,
Y46G5A.26,Y46G5A.26,Y46G5A.26a,"0,052195","0,036124","1,444913",0.530982628887,,
Y46G5A.26,Y46G5A.26,Y46G5A.26b,"0,034076","0,025479","1,337431",0.419464462710,,
pes-10,Y46G5A.27,Y46G5A.27,"0,065719","0,031632","2,077614",1.054927640761,,
Y46G5A.28,Y46G5A.28,Y46G5A.28,"0,038239","0,02198","1,739718",0.798853471032,,
Y46G5A.29,Y46G5A.29,Y46G5A.29,"0,052175","0,00277","18,83862",4.235621380853,1,
snf-5,Y46G5A.30,Y46G5A.30,"0,004704","0,002439","1,928337",0.947357201849,,
gsy-1,Y46G5A.31,Y46G5A.31,"0,984132","0,911973","1,079124",0.109860651579,,
Y46G5A.34,Y46G5A.34,Y46G5A.34,"0,265151","0,362323","0,731808",-0.450462907829,,
Y46G5A.35,Y46G5A.35,Y46G5A.35,"0,375845","0,577626","0,650672",-0.619997622500,,
Y46G5A.39,Y46G5A.39,Y46G5A.39,0,"0,000953",0,,,
Y46G5A.4,Y46G5A.4,Y46G5A.4,"0,874939","1,30866","0,668576",-0.580836527701,,
pisy-1,Y46G5A.5,Y46G5A.5,"1,42272","1,94108","0,732953",-0.448207405179,,
Y46G5A.6,Y46G5A.6,Y46G5A.6,"0,021254","0,060941","0,348764",-1.519676964468,,1
Y46G5A.7,Y46G5A.7,Y46G5A.7,"0,07621","0,186245","0,40919",-1.289157206712,,
Y46G5A.8,Y46G5A.8,Y46G5A.8,"0,07626","0,062481","1,22053",0.287507756257,,
srt-42,Y46H3A.1,Y46H3A.1a,"0,004095","0,00222","1,844404",0.883154699671,,
srt-42,Y46H3A.1,Y46H3A.1b,"0,003845","0,00186","2,067657",1.047996879347,,
hsp-16.41,Y46H3A.2,Y46H3A.2,"0,283068","0,232822","1,215813",0.281921349901,,
hsp-16.2,Y46H3A.3,Y46H3A.3,"0,318664","0,295372","1,078856",0.109502314363,,
Y46H3A.4,Y46H3A.4,Y46H3A.4,"0,159498","0,309388","0,515527",-0.955880106196,,
Y46H3A.5,Y46H3A.5,Y46H3A.5,0,"0,004122",0,,,
gly-7,Y46H3A.6,Y46H3A.6,"0,883751","0,824339","1,072072",0.100401799970,,
Y46H3A.7,Y46H3A.7,Y46H3A.7,"0,319004","0,503839","0,633147",-0.659387600684,,
Y46H3B.1,Y46H3B.1,Y46H3B.1,"0,176457","0,081383","2,168237",1.116522459661,,
Y46H3B.2,Y46H3B.2,Y46H3B.2,"0,143113","0,062631","2,285033",1.192215000554,,
srw-100,Y46H3C.1,Y46H3C.1,0,0,,,,
srw-99,Y46H3C.2,Y46H3C.2,0,0,,,,
srw-90,Y46H3C.3,Y46H3C.3,0,"0,000326",0,,,
Y46H3C.4,Y46H3C.4,Y46H3C.4,"0,005812","0,005775","1,006306",0.009069070109,,
Y46H3C.5,Y46H3C.5,Y46H3C.5,"0,560449","1,63352","0,343093",-1.543328403467,,1
Y46H3C.6,Y46H3C.6,Y46H3C.6,"0,005652","0,041908","0,134867",-2.890390709985,,1
Y46H3C.7,Y46H3C.7,Y46H3C.7,nan,nan,,,,
Y46H3D.1,Y46H3D.1,Y46H3D.1,"0,003822","0,01689","0,226286",-2.143780765057,,1
str-221,Y46H3D.2,Y46H3D.2,0,0,,,,
str-222,Y46H3D.3,Y46H3D.3,0,0,,,,
Y46H3D.4,Y46H3D.4,Y46H3D.4,0,"0,000192",0,,,
