GenePublicName,SequenceNameGene,SequenceNameTranscript,EF,OP50,Ratio_EFvsOP50,log2_Ratio_EFvsOP50,Infection_upregulated,Infection_downregulated
M57.2,M57.2,M57.2.2,"0,747032","0,611008",1.222622289725,0.28997877434,,
ifc-2,M6.1,M6.1a,"2,29278","0,824854",2.779619181091,1.47488724152,,
ifc-2,M6.1,M6.1b,"2,14497","0,756848",2.834082933429,1.50288197629,,
ifc-2,M6.1,M6.1c,"0,25043","0,203132",1.232843668157,0.30198986910,,
pha-2,M6.3,M6.3,"0,018445","0,001687",10.933728512152,3.45071355342,1,
M6.4,M6.4,M6.4,"0,073128","0,006816",10.728946596244,3.42343652932,1,
M60.2,M60.2,M60.2.1,"1,95446","2,65597",0.735874275688,-0.44246879237,,
M60.2,M60.2,M60.2.2,"1,90453","2,89515",0.657834654508,-0.60420308402,,
M60.2,M60.2,M60.2.3,"1,98903","2,69315",0.738551510313,-0.43722954955,,
M60.4,M60.4,M60.4a,"19,1616","30,5187",0.627864227506,-0.67147547762,,
M60.4,M60.4,M60.4b.1,"21,4047","23,1594",0.924233788440,-0.11367026190,,
M60.4,M60.4,M60.4b.2,"21,9833","23,5621",0.932994087963,-0.10006015560,,
M60.4,M60.4,M60.4b.3,"21,7342","22,7583",0.955001032590,-0.06642580183,,
M60.4,M60.4,M60.4b.4,"19,1616","30,5187",0.627864227506,-0.67147547762,,
kqt-2,M60.5,M60.5,"0,095383","0,066292",1.438829723044,0.52489586779,,
M60.6,M60.6,M60.6,"0,367965","0,283415",1.298325776688,0.37665243067,,
M60.7,M60.7,M60.7,"0,360932","0,295699",1.220606089300,0.28759769279,,
let-70,M7.1,M7.1.1,"16,4738","9,49248",1.735457962513,0.79531641961,,
let-70,M7.1,M7.1.2,"17,141","9,49083",1.806059111795,0.85284511259,,
M7.10,M7.10,M7.10,"0,019437","0,00149",13.045167785235,3.70544359492,1,
M7.12,M7.12,M7.12,"0,049712","0,046303",1.073628058657,0.10249428116,,
str-3,M7.13,M7.13,0,"0,000365",0.000000000000,,,
klc-1,M7.2,M7.2,"1,72063","1,05456",1.631609391595,0.70629571646,,
bcc-1,M7.3,M7.3,"0,073033","0,025492",2.864926251373,1.51849800176,,
atgr-7,M7.5,M7.5.1,"1,22757","0,568695",2.158573576346,1.11007826881,,
atgr-7,M7.5,M7.5.2,"1,26354","0,563986",2.240374761076,1.16374008082,,
M7.7,M7.7,M7.7,"0,011025","0,000318",34.669811320755,5.11560808005,1,
M7.8,M7.8,M7.8,"0,098534","0,067726",1.454888816703,0.54090890590,,
M7.9,M7.9,M7.9,"0,147529","0,084315",1.749736108640,0.80713735436,,
M70.1,M70.1,M70.1,"0,003831","0,000159",24.094088050315,4.59060729168,1,
M70.2,M70.2,M70.2,0,0,,,,
M70.3,M70.3,M70.3a,"0,007268","0,001312",5.539527439024,2.46976290941,1,
M70.3,M70.3,M70.3b,"0,007537","0,000984",7.659156504065,2.93718551821,1,
M70.4,M70.4,M70.4,"0,294227","0,207972",1.414743330833,0.50054033650,,
M70.5,M70.5,M70.5,"0,122153","0,087349",1.398447606727,0.48382620381,,
abl-1,M79.1,M79.1a,"0,378586","0,234445",1.614817974365,0.69137155050,,
abl-1,M79.1,M79.1b,"0,357185","0,232259",1.537873666898,0.62093699379,,
abl-1,M79.1,M79.1c,"0,379793","0,234227",1.621474040141,0.69730592638,,
M79.2,M79.2,M79.2,"0,306606","0,242515",1.264276436509,0.33831194609,,
M79.3,M79.3,M79.3,"0,161549","0,138658",1.165089645026,0.22044096386,,
flp-19,M79.4,M79.4,"1,60808","0,504789",3.185647864751,1.67158680300,,
ugt-62,M88.1,M88.1.1,"0,293351","0,155244",1.889612480998,0.91809039896,,
ugt-62,M88.1,M88.1.2,"0,310451","0,158715",1.956028100684,0.96792709648,,
M88.2,M88.2,M88.2,"0,790601","0,662349",1.193632058024,0.25535818847,,
M88.3,M88.3,M88.3,"0,063117","0,012461",5.065155284488,2.34060649898,1,
M88.4,M88.4,M88.4,"0,075179","0,02384",3.153468959732,1.65693973252,,
M88.5,M88.5,M88.5a,"2,54858","1,40852",1.809402777383,0.85551359107,,
M88.5,M88.5,M88.5b,"3,2772","1,4827",2.210292034801,1.14423699827,,
pan-1,M88.6,M88.6a,"0,706801","0,300293",2.353704548558,1.23493323580,,
pan-1,M88.6,M88.6b,"0,732499","0,334999",2.186570706181,1.12867000097,,
M88.7,M88.7,M88.7,"0,459815","0,317307",1.449117101104,0.53517418175,,
MTCE.11,MTCE.11,MTCE.11,,,,,,
MTCE.12,MTCE.12,MTCE.12,,,,,,
MTCE.16,MTCE.16,MTCE.16,,,,,,
ctb-1,MTCE.21,MTCE.21,,,,,,
MTCE.23,MTCE.23,MTCE.23,,,,,,
MTCE.25,MTCE.25,MTCE.25,,,,,,
MTCE.26,MTCE.26,MTCE.26,,,,,,
MTCE.3,MTCE.3,MTCE.3,,,,,,
MTCE.31,MTCE.31,MTCE.31,,,,,,
MTCE.34,MTCE.34,MTCE.34,,,,,,
MTCE.35,MTCE.35,MTCE.35,,,,,,
MTCE.4,MTCE.4,MTCE.4,,,,,,
PAR2.1,PAR2.1,PAR2.1.1,"2,13271","3,69751",0.576796276413,-0.79386624379,,
PAR2.1,PAR2.1,PAR2.1.2,"2,24013","3,90693",0.573373467147,-0.80245294947,,
aak-1,PAR2.3,PAR2.3a,"0,471108","0,255638",1.842871560566,0.88195552545,,
aak-1,PAR2.3,PAR2.3b.1,"0,48409","0,267605",1.808972179145,0.85517022039,,
aak-1,PAR2.3,PAR2.3b.2,"0,482222","0,263469",1.830279843169,0.87206424823,,
mig-22,PAR2.4,PAR2.4a.1,"1,20172","0,599055",2.006026157865,1.00434041830,,
mig-22,PAR2.4,PAR2.4a.2,"1,09898","0,581823",1.888856232909,0.91751289762,,
mig-22,PAR2.4,PAR2.4a.3,"1,21653","0,614535",1.979594327418,0.98520481324,,
mig-22,PAR2.4,PAR2.4b,"1,06805","0,532663",2.005113927568,1.00368421078,,
PDB1.1,PDB1.1,PDB1.1a,"0,936172","0,413328",2.264961483374,1.17948651684,,
PDB1.1,PDB1.1,PDB1.1b.1,"0,886553","0,42097",2.105976672922,1.07448945628,,
PDB1.1,PDB1.1,PDB1.1b.2,"0,928922","0,409501",2.268424252932,1.18169048612,,
PDB1.1,PDB1.1,PDB1.1c,"1,12718","0,624991",1.803513970601,0.85081059875,,
cpi-2,R01B10.1,R01B10.1a.1,"5,79713","30,6155",0.189352778821,-2.40085150143,,1
cpi-2,R01B10.1,R01B10.1a.2,"13,7918","80,5552",0.171209307407,-2.54616696216,,1
cpi-2,R01B10.1,R01B10.1a.3,"12,7801","25,706",0.497164086206,-1.00820601114,,
cpi-2,R01B10.1,R01B10.1b,"12,5945","110,162",0.114327081934,-3.12876090355,,1
R01B10.2,R01B10.2,R01B10.2,"0,008641","0,057131",0.151246783708,-2.72502363137,,1
R01B10.3,R01B10.3,R01B10.3,"3,09476","7,91151",0.391171849622,-1.35412554329,,
R01B10.4,R01B10.4,R01B10.4,"0,266911","0,144458",1.847671987706,0.88570866167,,
jamp-1,R01B10.5,R01B10.5.1,"1,02042","0,456114",2.237203856931,1.16169672264,,
jamp-1,R01B10.5,R01B10.5.2,"1,30265","0,491638",2.649612112977,1.40578117340,,
R01B10.6,R01B10.6,R01B10.6,"0,856322","0,512312",1.671485344868,0.74113070585,,
odr-1,R01E6.1,R01E6.1,"0,007039",0,,,,
R01E6.2,R01E6.2,R01E6.2,"0,024962","0,015105",1.652585236677,0.72472468466,,
cah-4,R01E6.3,R01E6.3a,"7,84259","2,72557",2.877412798057,1.52477220717,,
cah-4,R01E6.3,R01E6.3b,"7,56757","2,98189",2.537843448283,1.34360307653,,
acr-12,R01E6.4,R01E6.4,"0,069102","0,018774",3.680707361244,1.87998305120,1,
R01E6.5,R01E6.5,R01E6.5,"0,001953","0,004879",0.400354580857,-1.32064978128,,
R01E6.6,R01E6.6,R01E6.6,"0,091441","0,060147",1.520290288792,0.60434682249,,
R01E6.7,R01E6.7,R01E6.7,"0,067924","0,023818",2.851796960282,1.51187126971,,
div-1,R01H10.1,R01H10.1,"0,848905","0,507845",1.671582864851,0.74121487499,,
cor-1,R01H10.3,R01H10.3a.1,"0,329619","0,150451",2.190872775854,1.13150570935,,
cor-1,R01H10.3,R01H10.3a.2,"0,337491","0,152643",2.210982488552,1.14468759875,,
cor-1,R01H10.3,R01H10.3b,"0,358615","0,152369",2.353595547651,1.23486642253,,
cor-1,R01H10.3,R01H10.3c,"0,331462","0,150191",2.206936500856,1.14204512023,,
cor-1,R01H10.3,R01H10.3d,"0,353284","0,151597",2.330415509542,1.22058720815,,
R01H10.4,R01H10.4,R01H10.4,"0,302385","0,169167",1.787494014790,0.83793841121,,
R01H10.5,R01H10.5,R01H10.5,"0,134713","0,124858",1.078929664098,0.10960081796,,
bbs-5,R01H10.6,R01H10.6,"0,154616","0,111608",1.385348720522,0.47024917775,,
R01H10.7,R01H10.7,R01H10.7,"0,623863","0,346088",1.802613786089,0.85009032934,,
cnk-1,R01H10.8,R01H10.8,"0,482766","0,34474",1.400377095782,0.48581537071,,
R01H2.1,R01H2.1,R01H2.1,0,0,,,,
R01H2.2,R01H2.2,R01H2.2,"0,006883","0,000962",7.154417879418,2.83883438657,1,
egg-2,R01H2.3,R01H2.3,"3,38118","1,44466",2.340467653289,1.22679682625,,
R01H2.4,R01H2.4,R01H2.4,"0,003034","0,001779",1.705604272063,0.77028295676,,
ger-1,R01H2.5,R01H2.5,"0,804916","0,200658",4.011382551406,2.00409955745,1,
ubc-18,R01H2.6,R01H2.6,"7,90053","8,17368",0.966581759991,-0.04903632443,,
R01H2.7,R01H2.7,R01H2.7,"0,222528","0,088984",2.500764182325,1.32236902032,,
R01H2.8,R01H2.8,R01H2.8,"0,024158","0,042035",0.574723444748,-0.79906019252,,
R02C2.1,R02C2.1,R02C2.1,"0,011864","0,05323",0.222889348112,-2.16560042308,,1
kin-34,R02C2.2,R02C2.2,"0,04041","0,090771",0.445188441242,-1.16751195948,,
tag-40,R02C2.3,R02C2.3,"0,000859","0,001685",0.509928189911,-0.97163399948,,
nhr-204,R02C2.4,R02C2.4,"0,066342","0,064327",1.031330545494,0.04450679625,,
str-121,R02C2.5,R02C2.5,"0,003509",0,,,,
R02C2.6,R02C2.6,R02C2.6,"0,014176","0,028685",0.494195572599,-1.01684600898,,
R02C2.7,R02C2.7,R02C2.7,"0,059123","0,00717",8.245843793584,3.04366713157,1,
nhr-125,R02D1.1,R02D1.1,"0,041557","0,008013",5.186247348059,2.37469101439,1,
R02D3.1,R02D3.1,R02D3.1,"1,8806","0,395993",4.749073847265,2.24764619003,1,
cogc-8,R02D3.2,R02D3.2,"0,754795","0,389302",1.938841824599,0.95519510970,,
R02D3.3,R02D3.3,R02D3.3.1,"0,500636","0,301428",1.660880873708,0.73194860005,,
R02D3.3,R02D3.3,R02D3.3.2,"0,493551","0,293807",1.679847655093,0.74833040133,,
R02D3.4,R02D3.4,R02D3.4,"0,711709","0,403576",1.763506749658,0.81844709756,,
R02D3.5,R02D3.5,R02D3.5.1,"1,61549","0,837195",1.929646020342,0.94833621975,,
R02D3.5,R02D3.5,R02D3.5.2,"1,31192","0,805228",1.629252832738,0.70421050333,,
grl-19,R02D3.6,R02D3.6,0,0,,,,
R02D3.7,R02D3.7,R02D3.7,"0,838172","0,698036",1.200757554052,0.26394488470,,
R02D3.8,R02D3.8,R02D3.8,"0,469843","0,542539",0.866007789302,-0.20754809357,,
R02D5.1,R02D5.1,R02D5.1,"0,738893","0,654408",1.129101416853,0.17517507603,,
R02D5.3,R02D5.3,R02D5.3,"0,517922","0,386536",1.339906244179,0.42213205606,,
R02D5.4,R02D5.4,R02D5.4,"0,013536","0,024474",0.553076734494,-0.85444843939,,
R02D5.6,R02D5.6,R02D5.6,"0,017442","0,006464",2.698298267327,1.43204983124,,
R02D5.7,R02D5.7,R02D5.7,"0,029437","0,024285",1.212126827260,0.27754065878,,
R02E12.2,R02E12.2,R02E12.2a,"1,30799","0,822021",1.591188059672,0.67010435529,,
R02E12.2,R02E12.2,R02E12.2b.1,"1,59111","0,886086",1.795660917789,0.84451494562,,
R02E12.2,R02E12.2,R02E12.2b.2,"1,59068","0,885183",1.797006946586,0.84559598580,,
R02E12.4,R02E12.4,R02E12.4,"0,027994","0,00977",2.865261003071,1.51866656330,,
R02E12.5,R02E12.5,R02E12.5,"0,157268","0,159779",0.984284543025,-0.02285265588,,
R02E12.6,R02E12.6,R02E12.6.1,"4,29694","0,504393",8.519031786722,3.09068947319,1,
R02E12.6,R02E12.6,R02E12.6.2,"4,59179","0,521034",8.812841388470,3.13960724005,1,
acr-10,R02E12.8,R02E12.8,"0,007995","0,00185",4.321378378378,2.11149155833,1,
R02E4.1,R02E4.1,R02E4.1,"0,009218","0,001137",8.107590149516,3.01927316031,1,
R02E4.2,R02E4.2,R02E4.2,"0,04734","0,050108",0.944757324180,-0.08198429694,,
R02E4.3,R02E4.3,R02E4.3,"0,032913","0,036472",0.902412809827,-0.14814054783,,
R02F11.1,R02F11.1,R02F11.1,"1,0604","0,08276",12.812953117448,3.67953111989,1,
R02F11.2,R02F11.2,R02F11.2,"0,057889","0,027735",2.087229132865,1.06158898608,,
R02F11.3,R02F11.3,R02F11.3a,"0,424714","0,227286",1.868632471864,0.90198284348,,
R02F11.3,R02F11.3,R02F11.3b,"0,444774","0,219487",2.026425255254,1.01893696252,,
R02F11.4,R02F11.4,R02F11.4,"0,613338","0,408806",1.500315553099,0.58526596673,,
R02F2.1,R02F2.1,R02F2.1a.1,"19,7714","10,3718",1.906265064887,0.93074873898,,
R02F2.1,R02F2.1,R02F2.1a.2,"19,8932","10,4371",1.906008373974,0.93055445769,,
R02F2.1,R02F2.1,R02F2.1a.3,"24,7646","10,5696",2.343002573418,1.22835853877,,
R02F2.1,R02F2.1,R02F2.1b,"24,624","10,2443",2.403678142967,1.26524372940,,
R02F2.1,R02F2.1,R02F2.1c,"20,5339","7,54323",2.722162787029,1.44475334348,,
R02F2.1,R02F2.1,R02F2.1d.1,"25,5264","10,8464",2.353444460835,1.23477380713,,
R02F2.1,R02F2.1,R02F2.1d.2,"25,3948","10,8669",2.336894606558,1.22459267035,,
R02F2.1,R02F2.1,R02F2.1d.3,"24,7646","10,5696",2.343002573418,1.22835853877,,
R02F2.2,R02F2.2,R02F2.2,"0,075922","0,035301",2.150695447721,1.10480324435,,
R02F2.4,R02F2.4,R02F2.4,"0,949774","0,449872",2.111209410677,1.07806968658,,
R02F2.5,R02F2.5,R02F2.5,0,"0,000813",0.000000000000,,,
R02F2.6,R02F2.6,R02F2.6,"0,010088","0,025899",0.389509247461,-1.36027051472,,
R02F2.7,R02F2.7,R02F2.7.1,"0,391705","0,222042",1.764103187685,0.81893495092,,
R02F2.7,R02F2.7,R02F2.7.2,"0,35871","0,21092",1.700692205576,0.76612206301,,
R02F2.8,R02F2.8,R02F2.8,"0,401341","0,103819",3.865776014024,1.95075804913,1,
R02F2.9,R02F2.9,R02F2.9,"1,31949","1,25774",1.049095997583,0.06914669784,,
R03A10.1,R03A10.1,R03A10.1,"0,096272","0,293922",0.327542000939,-1.61024817858,,1
flp-32,R03A10.2,R03A10.2,"0,262095","0,298991",0.876598292256,-0.19001222661,,
R03A10.3,R03A10.3,R03A10.3,"0,055113","0,028531",1.931670814202,0.94984925816,,
nkat-3,R03A10.4,R03A10.4a.1,"0,6797","0,347677",1.954975451353,0.96715049171,,
nkat-3,R03A10.4,R03A10.4a.2,"0,705202","0,348465",2.023738395535,1.01702280789,,
nkat-3,R03A10.4,R03A10.4b.1,"0,718141","0,327991",2.189514346430,1.13061090284,,
nkat-3,R03A10.4,R03A10.4b.2,"0,705202","0,348465",2.023738395535,1.01702280789,,
R03A10.5,R03A10.5,R03A10.5,"0,414408","0,160956",2.574666368449,1.36438549646,,
R03A10.6,R03A10.6,R03A10.6,"0,082533","0,019904",4.146553456592,2.05191269141,1,
R03C1.1,R03C1.1,R03C1.1,"0,242","0,006535",37.031369548585,5.21067600125,1,
cog-1,R03C1.3,R03C1.3a,"0,123394","0,154034",0.801082877806,-0.31997658732,,
cog-1,R03C1.3,R03C1.3b,"0,150687","0,137016",1.099776668418,0.13721058550,,
R03D7.1,R03D7.1,R03D7.1,"4,04349","0,851776",4.747128352994,2.24705505793,1,
R03D7.2,R03D7.2,R03D7.2,"0,374751","0,126184",2.969877322006,1.57040333824,,
R03D7.4,R03D7.4,R03D7.4,"1,6349","0,93381",1.750784420814,0.80800145146,,
R03D7.5,R03D7.5,R03D7.5,"0,008401","0,006002",1.399685104965,0.48510229245,,
gst-5,R03D7.6,R03D7.6,"0,631276","0,425797",1.482575029885,0.56810511826,,
nos-1,R03D7.7,R03D7.7,"0,961707","0,566883",1.696482342917,0.76254641448,,
R03D7.8,R03D7.8,R03D7.8,"0,002872","0,001738",1.652733026467,0.72485369832,,
sym-4,R03E1.1,R03E1.1.1,"0,697178","0,407755",1.709796323773,0.77382447705,,
sym-4,R03E1.1,R03E1.1.2,"0,765619","0,429694",1.781777264751,0.83331700065,,
R03E1.2,R03E1.2,R03E1.2.1,"3,60799","2,55229",1.413628545346,0.49940307758,,
R03E1.2,R03E1.2,R03E1.2.2,"3,60907","2,54551",1.417818040393,0.50367239219,,
R03E1.3,R03E1.3,R03E1.3,"0,061936","0,020865",2.968435178529,1.56970260944,,
R03E1.4,R03E1.4,R03E1.4,"0,001059",0,,,,
mdl-1,R03E9.1,R03E9.1,"3,28296","2,34515",1.399893397011,0.48531696898,,
R03E9.2,R03E9.2,R03E9.2,"0,048386","0,02127",2.274870709920,1.18578455346,,
abts-4,R03E9.3,R03E9.3a,"0,231737","0,098547",2.351537844886,1.23360455065,,
abts-4,R03E9.3,R03E9.3b,"0,225107","0,094273",2.387820478822,1.25569437595,,
irk-1,R03E9.4,R03E9.4,"0,072187","0,022337",3.231700765546,1.69229362010,,
eft-4,R03G5.1,R03G5.1a.1,"32,4459","11,772",2.756192660550,1.46267673735,,
eft-4,R03G5.1,R03G5.1a.2,"35,8304","12,1221",2.955791488273,1.56354450039,,
eft-4,R03G5.1,R03G5.1a.3,"36,6535","11,2558",3.256410028607,1.70328236699,1,
eft-4,R03G5.1,R03G5.1a.4,"35,319","10,9162",3.235466554295,1.69397376385,,
eft-4,R03G5.1,R03G5.1b.1,"30,4681","18,1093",1.682455975659,0.75056875474,,
eft-4,R03G5.1,R03G5.1b.2,"30,0091","15,7022",1.911139840277,0.93443334582,,
eft-4,R03G5.1,R03G5.1c.1,"32,7191","11,8219",2.767668479686,1.46867114263,,
eft-4,R03G5.1,R03G5.1c.2,"32,7191","11,8219",2.767668479686,1.46867114263,,
eft-4,R03G5.1,R03G5.1c.3,"36,3649","10,82",3.360896487985,1.74884610987,1,
eft-4,R03G5.1,R03G5.1c.4,"24,5443","6,39563",3.837667282191,1.94022963828,1,
eft-4,R03G5.1,R03G5.1d,"36,9471","10,7745",3.429124321314,1.77784020946,1,
sek-1,R03G5.2,R03G5.2,"0,686275","0,405348",1.693051402745,0.75962577557,,
R03G5.3,R03G5.3,R03G5.3,"0,002019","0,000123",16.418130081301,4.03721791774,1,
R03G5.5,R03G5.5,R03G5.5,"0,305851","0,051845",5.899334554923,2.56055222762,1,
R03G5.6,R03G5.6,R03G5.6,"0,269177","0,370894",0.725751832060,-0.46245178615,,
R03G5.7,R03G5.7,R03G5.7,"0,208716","0,176296",1.183895267051,0.24354145902,,
R03G8.1,R03G8.1,R03G8.1,0,0,,,,
R03G8.3,R03G8.3,R03G8.3,"0,07404","0,064768",1.143161746542,0.19302954566,,
R03G8.4,R03G8.4,R03G8.4,"0,000342","0,001611",0.212014897579,-2.23776245317,,1
str-10,R03G8.5,R03G8.5,0,0,,,,
R03G8.6,R03G8.6,R03G8.6,"0,091357","0,079996",1.142017100855,0.19158425415,,
R03H10.1,R03H10.1,R03H10.1,"0,09662","0,106886",0.903956551840,-0.14567466290,,
R03H10.2,R03H10.2,R03H10.2,"0,435582","0,211857",2.056018918421,1.03985353953,,
R03H10.4,R03H10.4,R03H10.4,"0,022127","0,012826",1.725183221581,0.78674959020,,
R03H10.5,R03H10.5,R03H10.5,0,"0,000498",0.000000000000,,,
R03H10.6,R03H10.6,R03H10.6,"0,080088","0,059516",1.345656630150,0.42831032586,,
R03H10.7,R03H10.7,R03H10.7,"0,073079","0,050391",1.450233176559,0.53628488343,,
R03H4.1,R03H4.1,R03H4.1,"0,001062","0,000536",1.981100746269,0.98630224845,,
srx-2,R03H4.2,R03H4.2,"0,005102",0,,,,
srx-3,R03H4.3,R03H4.3,0,0,,,,
srt-18,R03H4.4,R03H4.4,0,0,,,,
R03H4.5,R03H4.5,R03H4.5,"0,00029","0,000287",1.009839721254,0.01412633090,,
R03H4.6,R03H4.6,R03H4.6,"0,009564","0,00156",6.131032051282,2.61612994666,1,
srh-201,R03H4.9,R03H4.9,"0,000511",0,,,,
R04A9.1,R04A9.1,R04A9.1,"0,021116","0,034622",0.609912772226,-0.71332516709,,
R04A9.2,R04A9.2,R04A9.2,"0,672465","0,569483",1.180834195226,0.23980640545,,
R04A9.3,R04A9.3,R04A9.3,"0,138108","0,12395",1.114223477209,0.15603861969,,
ife-2,R04A9.4,R04A9.4,"1,44254","1,48249",0.973052094786,-0.03941104951,,
R04A9.5,R04A9.5,R04A9.5,"0,146348","0,150811",0.970406667949,-0.04333863121,,
R04A9.6,R04A9.6,R04A9.6,"0,033867","0,036653",0.923978937604,-0.11406812957,,
R04A9.7,R04A9.7,R04A9.7,"0,033883","0,055792",0.607302122168,-0.71951368431,,
R04B3.1,R04B3.1,R04B3.1,"0,018788","0,002749",6.834594397963,2.77285572299,1,
R04B3.2,R04B3.2,R04B3.2,"0,195781","0,223876",0.874506423199,-0.19345911419,,
R04B3.3,R04B3.3,R04B3.3,"0,047699","0,010859",4.392605212266,2.13507684227,1,
R04B5.1,R04B5.1,R04B5.1,0,"0,003225",0.000000000000,,,
R04B5.11,R04B5.11,R04B5.11,"0,005828",0,,,,
nhr-205,R04B5.3,R04B5.3,"0,01299","0,002228",5.830430879713,2.54360250522,1,
nhr-12,R04B5.4,R04B5.4,"0,072495","0,078798",0.920006852966,-0.12028348730,,
R04B5.5,R04B5.5,R04B5.5,"0,51234","0,301901",1.697046382755,0.76302599638,,
R04B5.6,R04B5.6,R04B5.6,"0,064511","0,111373",0.579237337595,-0.78777349345,,
R04B5.7,R04B5.7,R04B5.7,"0,002263","0,000388",5.833350515464,2.54432476569,1,
srd-49,R04B5.8,R04B5.8,"0,013742","0,003152",4.359644670051,2.12421055389,1,
ugt-47,R04B5.9,R04B5.9,"0,243488","0,116936",2.082233016351,1.05813152528,,
cyp-14A4,R04D3.1,R04D3.1,"0,009252","0,000411",22.511995133820,4.49262201672,1,
srxa-8,R04D3.10,R04D3.10,0,"0,004787",0.000000000000,,,
srd-38,R04D3.12,R04D3.12,"0,000415",0,,,,
R04D3.2,R04D3.2,R04D3.2,"0,974827","0,63893",1.525717997277,0.60948832945,,
R04D3.3,R04D3.3,R04D3.3.1,"1,59567","0,844468",1.889556501845,0.91804765896,,
R04D3.3,R04D3.3,R04D3.3.2,"1,59805","0,844989",1.891208051229,0.91930808247,,
R04D3.4,R04D3.4,R04D3.4,"0,395201","0,317783",1.243619073393,0.31454464858,,
srd-36,R04D3.6,R04D3.6,0,0,,,,
srd-42,R04D3.7,R04D3.7,"0,000725",0,,,,
srd-39,R04D3.8,R04D3.8,"0,000548","0,000362",1.514118784530,0.59847839101,,
srd-43,R04D3.9,R04D3.9,0,0,,,,
ifd-1,R04E5.10,R04E5.10a,"0,46255","0,119908",3.857540781266,1.94768140880,1,
ifd-1,R04E5.10,R04E5.10b,"0,419653","0,105559",3.975530272170,1.99114730568,1,
R04E5.2,R04E5.2,R04E5.2,"0,096486","0,029251",3.298560732966,1.72183666800,1,
R04E5.7,R04E5.7,R04E5.7,"0,019505","0,035421",0.550659213461,-0.86076834080,,
R04E5.8,R04E5.8,R04E5.8a,"0,479368","0,321725",1.489993006450,0.57530555915,,
R04E5.8,R04E5.8,R04E5.8b,"1,58522","0,681423",2.326337678652,1.21806052586,,
R04E5.9,R04E5.9,R04E5.9,"0,274372","0,344228",0.797064736163,-0.32723119282,,
R04F11.1,R04F11.1,R04F11.1,"0,029162","0,014229",2.049483449294,1.03526033946,,
R04F11.2,R04F11.2,R04F11.2.1,"5,65832","8,20351",0.689743780406,-0.53586755240,,
R04F11.2,R04F11.2,R04F11.2.2,"5,20034","7,14695",0.727630667627,-0.45872174500,,
R04F11.2,R04F11.2,R04F11.2.3,"13,1076","18,0911",0.724533057691,-0.46487657891,,
R04F11.2,R04F11.2,R04F11.2.4,"14,9589","23,3551",0.640498220945,-0.64273353156,,
R04F11.3,R04F11.3,R04F11.3.1,"1,20496","0,883402",1.363999628708,0.44784325165,,
R04F11.3,R04F11.3,R04F11.3.2,"1,09375","0,805655",1.357591028418,0.44104893604,,
twk-13,R04F11.4,R04F11.4,"0,115222","0,048076",2.396663615941,1.26102743353,,
R04F11.5,R04F11.5,R04F11.5,"0,480726","0,411492",1.168251144615,0.22435045071,,
R05A10.1,R05A10.1,R05A10.1,"0,453227","0,260023",1.743026578418,0.80159456847,,
R05A10.2,R05A10.2,R05A10.2,"0,460691","0,17964",2.564523491427,1.35869078668,,
R05A10.3,R05A10.3,R05A10.3,"0,174143","0,027463",6.341004260277,2.66471134614,1,
R05A10.4,R05A10.4,R05A10.4,"0,238514","0,202326",1.178859859830,0.23739222422,,
R05A10.5,R05A10.5,R05A10.5,0,0,,,,
R05A10.6,R05A10.6,R05A10.6,"0,002029",0,,,,
R05A10.7,R05A10.7,R05A10.7,0,0,,,,
R05A10.8,R05A10.8,R05A10.8,0,0,,,,
R05C11.1,R05C11.1,R05C11.1,"0,092736","0,00929",9.982357373520,3.31938055399,1,
R05C11.2,R05C11.2,R05C11.2,"0,005193","0,009344",0.555763056507,-0.84745815809,,
R05C11.3,R05C11.3,R05C11.3,"1,07256","0,489923",2.189241982924,1.13043142837,,
R05C11.4,R05C11.4,R05C11.4,"0,269478","0,137291",1.962823491707,0.97293044326,,
daf-8,R05D11.1,R05D11.1,"0,125749","0,070848",1.774912488708,0.82774789492,,
ran-4,R05D11.3,R05D11.3.1,"3,99823","3,1728",1.260158219869,0.33360488348,,
ran-4,R05D11.3,R05D11.3.2,"4,07386","3,17695",1.282317946458,0.35875401773,,
R05D11.4,R05D11.4,R05D11.4.1,"0,60686","0,332615",1.824511822979,0.86751049973,,
R05D11.4,R05D11.4,R05D11.4.2,"0,723645","0,388327",1.863493911059,0.89801010509,,
R05D11.5,R05D11.5,R05D11.5,"0,878768","1,31256",0.669506917779,-0.57882913240,,
R05D11.6,R05D11.6,R05D11.6,"1,35078","0,766223",1.762907143221,0.81795648626,,
R05D11.7,R05D11.7,R05D11.7,"1,7814","2,26962",0.784889100378,-0.34943926972,,
edc-3,R05D11.8,R05D11.8,"1,45929","0,894826",1.630808671183,0.70558753292,,
R05D11.9,R05D11.9,R05D11.9,"0,886813","0,592378",1.497039052767,0.58211185700,,
R05D3.1,R05D3.1,R05D3.1,"0,30803","0,153118",2.011716453977,1.00842697549,,
met-2,R05D3.11,R05D3.11,"0,878187","0,428438",2.049741152746,1.03544173352,,
R05D3.12,R05D3.12,R05D3.12,"0,180263","0,059766",3.016146303919,1.59270641097,,
R05D3.2,R05D3.2,R05D3.2,"0,987483","0,546631",1.806489203869,0.85318863281,,
R05D3.3,R05D3.3,R05D3.3,"0,237608","0,085982",2.763462119979,1.46647683702,,
rfp-1,R05D3.4,R05D3.4a,"1,03455","0,663126",1.560110748184,0.64164844587,,
