GenePublicName,SequenceNameGene,SequenceNameTranscript,EF,OP50,Ratio_EFvsOP50,log2_Ratio_EFvsOP50,Infection_upregulated,Infection_downregulated
D1053.2,D1053.2,D1053.2,0,0,,,,
D1053.3,D1053.3,D1053.3,"0,198865","0,153926",1.291951976924,0.36955244469,,
D1053.4,D1053.4,D1053.4,"0,32301","0,36155",0.893403402019,-0.16261634655,,
D1054.1,D1054.1,D1054.1,"0,462165","0,283666",1.629257648079,0.70421476729,,
D1054.10,D1054.10,D1054.10,"23,8388","53,3655",0.446708079190,-1.16259574734,,
D1054.11,D1054.11,D1054.11,"21,4733","34,1747",0.628339092955,-0.67038475281,,
srh-184,D1054.12,D1054.12,"0,003266","0,000723",4.516915629322,2.17533796618,1,
D1054.13,D1054.13,D1054.13,"0,411453","0,191773",2.145521006607,1.10132802646,,
D1054.14,D1054.14,D1054.14.1,"1,77944","1,44663",1.230058826376,0.29872731271,,
D1054.14,D1054.14,D1054.14.2,"1,73997","1,38712",1.254375973240,0.32696983094,,
tag-135,D1054.15,D1054.15.1,"1,97153","1,57497",1.251788922964,0.32399131509,,
tag-135,D1054.15,D1054.15.2,"2,00745","1,53981",1.303699807119,0.38261170957,,
pas-2,D1054.2,D1054.2.1,"5,60007","4,62406",1.211072088165,0.27628474294,,
pas-2,D1054.2,D1054.2.2,"4,72984","4,475",1.056947486034,0.07990369884,,
D1054.3,D1054.3,D1054.3.1,"2,84607","1,65149",1.723334685648,0.78520291191,,
D1054.3,D1054.3,D1054.3.2,"2,85344","1,6387",1.741282724111,0.80015046580,,
D1054.5,D1054.5,D1054.5,"0,306782","0,180828",1.696540358794,0.76259575056,,
D1054.7,D1054.7,D1054.7,"0,000979","0,000646",1.515832817337,0.60011064606,,
D1054.8,D1054.8,D1054.8,"0,297169","0,107054",2.775879462701,1.47294492298,,
D1054.9,D1054.9,D1054.9a,"0,1054","0,016808",6.270823417420,2.64865489474,1,
D1054.9,D1054.9,D1054.9b.1,"0,119614","0,023319",5.129465242935,2.35880842981,1,
D1054.9,D1054.9,D1054.9b.2,"0,116704","0,022094",5.282158051960,2.40112747026,1,
D1054.9,D1054.9,D1054.9c,"0,13929","0,038457",3.621967392152,1.85677355805,1,
D1054.9,D1054.9,D1054.9d,"0,115697","0,020699",5.589497077153,2.48271848040,1,
D1054.9,D1054.9,D1054.9e,"0,111142","0,018346",6.058105309059,2.59886665696,1,
D1065.1,D1065.1,D1065.1,"0,009765","0,011139",0.876688212586,-0.18986424439,,
D1065.3,D1065.3,D1065.3,"0,000638","0,000301",2.120003322259,1.08406652564,,
srh-210,D1065.4,D1065.4a,"0,019976","0,023191",0.861385882454,-0.21526841593,,
srh-210,D1065.4,D1065.4b,"0,017809","0,01981",0.898965169107,-0.15366287607,,
srh-211,D1065.5,D1065.5,"0,001603","0,000386",4.154093264249,2.05453360674,1,
D1069.1,D1069.1,D1069.1,"0,055622","0,008627",6.447490437000,2.68873772819,1,
cpn-2,D1069.2,D1069.2.1,"0,196743","0,120099",1.638173506857,0.71208816786,,
cpn-2,D1069.2,D1069.2.2,"0,18139","0,113115",1.603589267560,0.68130466702,,
D1069.3,D1069.3,D1069.3a,"0,472253","0,280223",1.685275655460,0.75298458799,,
D1069.3,D1069.3,D1069.3b,"0,497546","0,316933",1.569877545096,0.65065202920,,
D1069.4,D1069.4,D1069.4,"0,061815","0,010677",5.789575723518,2.53345762732,1,
trk-1,D1073.1,D1073.1a,"0,069556","0,025377",2.740895298893,1.45464721884,,
trk-1,D1073.1,D1073.1b,"0,088325","0,03103",2.846448598131,1.50916304742,,
D1079.1,D1079.1,D1079.1,"0,049423","0,015003",3.294221155769,1.71993741287,1,
unc-120,D1081.2,D1081.2,"0,531458","0,297366",1.787218444610,0.83771598004,,
D1081.3,D1081.3,D1081.3,"0,000401",0,,,,
D1081.4,D1081.4,D1081.4,"0,023864","0,010358",2.303938984360,1.20410251013,,
D1081.5,D1081.5,D1081.5,"0,014572","0,003764",3.871466524973,1.95288016780,1,
D1081.6,D1081.6,D1081.6,"0,166839","0,154214",1.081866756585,0.11352282684,,
D1081.7,D1081.7,D1081.7.1,"2,45971","0,96151",2.558174121954,1.35511446451,,
D1081.7,D1081.7,D1081.7.2,"2,46448","0,959743",2.567854102609,1.36056323540,,
D1081.8,D1081.8,D1081.8.1,"2,50693","1,80484",1.389004011436,0.47405076582,,
D1081.8,D1081.8,D1081.8.2,"2,58502","1,74312",1.482984533480,0.56850355154,,
D1081.9,D1081.9,D1081.9,"0,311298","0,2572",1.210334370140,0.27540566527,,
D1086.1,D1086.1,D1086.1,"1,76719","1,32822",1.330494948126,0.41196303247,,
D1086.10,D1086.10,D1086.10.1,"16,7709","94,7962",0.176915319390,-2.49886911610,,1
D1086.10,D1086.10,D1086.10.2,"16,6552","92,7674",0.179537208114,-2.47764522912,,1
D1086.10,D1086.10,D1086.10.3,"16,7086","91,922",0.181769326168,-2.45981933165,,1
D1086.11,D1086.11,D1086.11,"4,99595","6,81409",0.733179338694,-0.44776196420,,
D1086.12,D1086.12,D1086.12a,"0,369795","0,268422",1.377662784720,0.46222279780,,
D1086.12,D1086.12,D1086.12b,"0,442358","0,312618",1.415011291736,0.50081356575,,
D1086.2,D1086.2,D1086.2,"0,504265","0,529425",0.952476743637,-0.07024422774,,
D1086.3,D1086.3,D1086.3,"0,164791","0,237384",0.694195901998,-0.52658524626,,
D1086.4,D1086.4,D1086.4,"0,157103","0,21811",0.720292512952,-0.47334518655,,
D1086.5,D1086.5,D1086.5,"0,200035","0,129198",1.548282481153,0.63066871243,,
D1086.6,D1086.6,D1086.6,"2,32174","2,24863",1.032513130217,0.04616012816,,
D1086.7,D1086.7,D1086.7,"0,38245","0,865954",0.441651635075,-1.17901924226,,
D1086.8,D1086.8,D1086.8,"0,316181","0,383623",0.824197193599,-0.27893854365,,
D1086.9,D1086.9,D1086.9,"0,04384","0,072819",0.602039302929,-0.73207042137,,
D2005.1,D2005.1,D2005.1,nan,nan,,,,
nlp-8,D2005.2,D2005.2,"1,54165","0,447981",3.441328984935,1.78296581775,1,
D2005.3,D2005.3,D2005.3,"1,97462","4,95172",0.398774567221,-1.32635469346,,
D2005.4,D2005.4,D2005.4,"0,527436","0,351547",1.500328547819,0.58527846233,,
drh-3,D2005.5,D2005.5,"0,691863","0,32426",2.133667427373,1.09333532224,,
D2005.6,D2005.6,D2005.6,"0,253192","0,074247",3.410131049066,1.76982718212,1,
D2007.1,D2007.1,D2007.1,"0,885575","2,5653",0.345213035512,-1.53444115206,,1
D2007.2,D2007.2,D2007.2,"0,207321","0,220625",0.939698583569,-0.08973002078,,
D2007.3,D2007.3,D2007.3,"0,036753","0,020057",1.832447524555,0.87377188477,,
D2007.4,D2007.4,D2007.4,"1,50474","1,83969",0.817931281901,-0.28994845395,,
D2007.5,D2007.5,D2007.5.1,"0,808263","0,542239",1.490602852248,0.57589592535,,
D2007.5,D2007.5,D2007.5.2,"0,796116","0,501072",1.588825558004,0.66796073550,,
rab-39,D2013.1,D2013.1,"0,576449","0,529748",1.088157010503,0.12188673851,,
tag-175,D2013.10,D2013.10,"0,32852","0,197283",1.665222041433,0.73571455971,,
wdfy-2,D2013.2,D2013.2,"1,63803","0,697996",2.346761299492,1.23067110579,,
D2013.3,D2013.3,D2013.3,"0,062623","0,022436",2.791165983241,1.48086792020,,
eat-3,D2013.5,D2013.5,"1,04913","0,422793",2.481427081338,1.31117006054,,
D2013.6,D2013.6,D2013.6,"1,14656","0,994334",1.153093427359,0.20550940954,,
eif-3.F,D2013.7,D2013.7.1,"3,49064","2,32232",1.503083123773,0.58792479564,,
eif-3.F,D2013.7,D2013.7.2,"3,46555","2,13605",1.622410524098,0.69813891582,,
scp-1,D2013.8,D2013.8a.1,"0,441205","0,227822",1.936621572982,0.95354207055,,
scp-1,D2013.8,D2013.8a.2,"0,442698","0,224196",1.974602579885,0.98156231723,,
scp-1,D2013.8,D2013.8b,"0,518557","0,242209",2.140948519667,1.09825010571,,
D2013.9,D2013.9,D2013.9.1,"1,05577","0,498119",2.119513610202,1.08373323052,,
D2013.9,D2013.9,D2013.9.2,"1,03661","0,467501",2.217342850604,1.14883186025,,
D2021.1,D2021.1,D2021.1,"0,313273","0,255495",1.226141411769,0.29412537568,,
tag-233,D2021.2,D2021.2a,"0,604753","0,274818",2.200558187601,1.13786952027,,
tag-233,D2021.2,D2021.2b,"0,643331","0,250608",2.567080859350,1.36012873945,,
D2021.4,D2021.4,D2021.4a,"0,080119","0,063445",1.262808731973,0.33663614163,,
D2021.4,D2021.4,D2021.4b,"0,033159","0,032483",1.020820121294,0.02972867133,,
D2021.8,D2021.8,D2021.8,"0,571834","0,33828",1.690416223247,0.75737851827,,
D2023.1,D2023.1,D2023.1b.1,"0,424116","0,402221",1.054435248284,0.07647050353,,
D2023.1,D2023.1,D2023.1b.2,"0,484411","0,462634",1.047071767315,0.06636032938,,
pyc-1,D2023.2,D2023.2.1,"4,51072","1,75794",2.565912374711,1.35947190358,,
pyc-1,D2023.2,D2023.2.2,"4,53543","1,68026",2.699242974302,1.43255484788,,
pyc-1,D2023.2,D2023.2.3,"4,53827","1,67485",2.709657581276,1.43811055010,,
D2023.3,D2023.3,D2023.3,"0,128075","0,033846",3.784051291142,1.91993164390,1,
D2023.4,D2023.4,D2023.4.1,"1,03331","0,666784",1.549692254163,0.63198174616,,
D2023.4,D2023.4,D2023.4.2,"1,01643","0,644439",1.577232290411,0.65739515191,,
D2023.5,D2023.5,D2023.5,"0,666621","0,398246",1.673892518694,0.74320689484,,
D2023.6,D2023.6,D2023.6,"0,776745","0,345882",2.245693618055,1.16716111302,,
col-158,D2023.7,D2023.7,"0,071685","0,02942",2.436617946975,1.28488005934,,
D2024.1,D2024.1,D2024.1,"0,00092","0,002727",0.337547121379,-1.56683917929,,1
D2024.10,D2024.10,D2024.10,"0,03465","0,024265",1.427970327632,0.51396600134,,
D2024.2,D2024.2,D2024.2,"0,080673","0,058833",1.371225332721,0.45546566790,,
elo-3,D2024.3,D2024.3,"4,66501","1,46372",3.187091793512,1.67224057172,,
D2024.4,D2024.4,D2024.4,"0,010377","0,000877",11.831812998860,3.56459925090,1,
D2024.5,D2024.5,D2024.5a.1,"1,0357","1,13087",0.915843554078,-0.12682691909,,
D2024.5,D2024.5,D2024.5a.2,"0,912266","1,07685",0.847161628825,-0.23929084923,,
D2024.5,D2024.5,D2024.5b.1,"0,860868","0,886688",0.970880399870,-0.04263451000,,
D2024.5,D2024.5,D2024.5b.2,"0,912266","1,07665",0.847318998746,-0.23902287708,,
cap-1,D2024.6,D2024.6.1,"2,26887","1,51312",1.499464682246,0.58444754198,,
cap-1,D2024.6,D2024.6.2,"2,25728","1,55587",1.450815299479,0.53686386435,,
D2024.7,D2024.7,D2024.7,"0,294786","0,187081",1.575713193750,0.65600496398,,
col-114,D2024.8,D2024.8,"0,001188","0,000936",1.269091880342,0.34379652191,,
D2030.1,D2030.1,D2030.1.1,"0,86108","0,533093",1.615252873326,0.69176004141,,
D2030.1,D2030.1,D2030.1.2,"0,844935","0,572333",1.476299636750,0.56198556732,,
D2030.1,D2030.1,D2030.1.3,"0,88512","0,551765",1.604161191812,0.68181911620,,
aex-1,D2030.10,D2030.10a,"0,10919","0,106088",1.029239876329,0.04157925829,,
aex-1,D2030.10,D2030.10b,"0,10947","0,108291",1.010887331357,0.01562221035,,
D2030.11,D2030.11,D2030.11,"0,586438","0,832521",0.704412261072,-0.50550807380,,
D2030.12,D2030.12,D2030.12,"0,107828","0,060249",1.789706053213,0.83972265431,,
D2030.2,D2030.2,D2030.2a.1,"2,70892","1,56075",1.735652731059,0.79547832261,,
D2030.2,D2030.2,D2030.2a.2,"2,83335","1,52089",1.862955243311,0.89759301458,,
D2030.2,D2030.2,D2030.2a.3,"2,79155","1,56401",1.784867104430,0.83581665974,,
D2030.2,D2030.2,D2030.2b.1,"2,89175","1,52939",1.890786522731,0.91898648651,,
D2030.2,D2030.2,D2030.2b.2,"2,16381","1,13461",1.907095830285,0.93137733993,,
D2030.2,D2030.2,D2030.2b.3,"2,83335","1,52089",1.862955243311,0.89759301458,,
D2030.2,D2030.2,D2030.2b.4,"2,83553","1,49449",1.897322832538,0.92396517652,,
D2030.2,D2030.2,D2030.2b.5,"2,79155","1,56401",1.784867104430,0.83581665974,,
D2030.2,D2030.2,D2030.2b.6,"2,89255","1,52974",1.890876881039,0.91905542944,,
D2030.3,D2030.3,D2030.3,"0,517894","0,320026",1.618287264160,0.69446772507,,
D2030.4,D2030.4,D2030.4.1,"7,97061","13,4785",0.591357346886,-0.75789790563,,
D2030.4,D2030.4,D2030.4.2,"8,27482","13,9299",0.594032979418,-0.75138506635,,
mce-1,D2030.5,D2030.5,"0,718748","0,767645",0.936302587785,-0.09495324953,,
D2030.6,D2030.6,D2030.6.1,"4,8739","2,22575",2.189778726272,1.13078509511,,
D2030.6,D2030.6,D2030.6.2,"4,48275","2,05091",2.185737063060,1.12811986001,,
D2030.7,D2030.7,D2030.7.1,"1,29882","0,782921",1.658941323582,0.73026285937,,
D2030.7,D2030.7,D2030.7.2,"1,30697","0,779471",1.676739737591,0.74565877213,,
D2030.8,D2030.8,D2030.8,"0,601594","0,341442",1.761921497648,0.81714964646,,
D2030.9,D2030.9,D2030.9a.1,"2,27748","0,847984",2.685758221853,1.42532943588,,
D2030.9,D2030.9,D2030.9a.2,"2,29791","0,875553",2.624524157875,1.39205587714,,
D2030.9,D2030.9,D2030.9b,"2,26268","0,845885",2.674926260662,1.41949912148,,
atx-2,D2045.1,D2045.1a,"4,87323","2,98602",1.632015190789,0.70665448597,,
atx-2,D2045.1,D2045.1b.1,"6,83612","3,87683",1.763327254484,0.81830024812,,
atx-2,D2045.1,D2045.1b.2,"4,87323","2,98602",1.632015190789,0.70665448597,,
D2045.2,D2045.2,D2045.2,"1,43143","0,756943",1.891067094880,0.91920055088,,
D2045.5,D2045.5,D2045.5,"0,022203","0,007844",2.830596634370,1.50110617699,,
cul-1,D2045.6,D2045.6,"1,03549","0,693062",1.494079894728,0.57925729715,,
D2045.7,D2045.7,D2045.7,"0,124973","0,133346",0.937208465196,-0.09355810970,,
D2045.8,D2045.8,D2045.8,"0,17849","0,181863",0.981453071818,-0.02700880802,,
D2045.9,D2045.9,D2045.9,"0,100109","0,098397",1.017398904438,0.02488544578,,
D2062.1,D2062.1,D2062.1,"0,007366","0,000888",8.294538288288,3.05216167645,1,
D2062.12,D2062.12,D2062.12,"0,165484","0,110537",1.497091471634,0.58216237213,,
sri-37,D2062.2,D2062.2,0,0,,,,
sri-71,D2062.3,D2062.3,0,0,,,,
D2062.4,D2062.4,D2062.4,"0,00204",0,,,,
D2062.5,D2062.5,D2062.5,"0,003664",0,,,,
D2062.6,D2062.6,D2062.6,"0,046263","0,023187",1.995208522017,0.99653953239,,
D2062.7,D2062.7,D2062.7,"0,020163","0,004552",4.429415641476,2.14711638123,1,
sri-38,D2062.8,D2062.8,0,0,,,,
sri-77,D2062.9,D2062.9,"0,003776","0,002036",1.854508840864,0.89103714551,,
D2063.1,D2063.1,D2063.1,"0,032861","0,014442",2.275398144301,1.18611900709,,
D2063.2,D2063.2,D2063.2,"0,001661","0,001975",0.840759493671,-0.25023493045,,
D2063.3,D2063.3,D2063.3a,"0,952831","0,986745",0.965630431368,-0.05045695225,,
D2063.3,D2063.3,D2063.3b,"0,960745","0,970932",0.989508019099,-0.01521669578,,
D2063.4,D2063.4,D2063.4,"0,024059","0,044605",0.539381235288,-0.89062276284,,
pyr-1,D2085.1,D2085.1,"0,740569","0,464978",1.592696858776,0.67147170192,,
D2085.2,D2085.2,D2085.2,"0,087082","0,167127",0.521054647065,-0.94049340777,,
D2085.3,D2085.3,D2085.3,"0,330651","0,169451",1.951307457613,0.96444111399,,
D2085.4,D2085.4,D2085.4,"0,553681","0,273424",2.024990490959,1.01791513334,,
D2085.5,D2085.5,D2085.5a,"1,28285","0,663601",1.933164657678,0.95096452462,,
D2085.5,D2085.5,D2085.5b.1,"1,25816","0,670703",1.875882469588,0.90756944094,,
D2085.5,D2085.5,D2085.5b.2,"1,25876","0,668455",1.883088614791,0.91310089220,,
D2085.5,D2085.5,D2085.5b.3,"1,25475","0,671052",1.869825289247,0.90290347540,,
D2085.6,D2085.6,D2085.6,"0,407748","0,217272",1.876670716889,0.90817553521,,
D2085.7,D2085.7,D2085.7,"0,179968","0,450136",0.399808058009,-1.32262054543,,
rsp-7,D2089.1,D2089.1a,"2,39055","1,28006",1.867529647048,0.90113114599,,
rsp-7,D2089.1,D2089.1b.1,"1,99512","0,93981",2.122897181345,1.08603449863,,
rsp-7,D2089.1,D2089.1b.2,"1,33696","0,680566",1.964482504269,0.97414931917,,
rsp-7,D2089.1,D2089.1b.3,"1,53215","0,720452",2.126651046843,1.08858332700,,
D2089.2,D2089.2,D2089.2,"0,021665","0,015316",1.414559937320,0.50035330748,,
D2089.3,D2089.3,D2089.3,"0,214885","0,681706",0.315216530293,-1.66558490163,,1
ptb-1,D2089.4,D2089.4a,"0,515326","0,243189",2.119034989247,1.08340740951,,
ptb-1,D2089.4,D2089.4b.1,"0,741205","0,301396",2.459239671396,1.29821234326,,
ptb-1,D2089.4,D2089.4b.2,"0,753822","0,306095",2.462706022640,1.30024442118,,
gbh-1,D2089.5,D2089.5,"0,128323","0,15644",0.820269751982,-0.28582966583,,
D2092.10,D2092.10,D2092.10,"0,001647",0,,,,
D2092.1,D2092.1,D2092.1a,"0,075886","0,040417",1.877571318999,0.90886770913,,
D2092.1,D2092.1,D2092.1b,"0,070547","0,041842",1.686028392524,0.75362883130,,
D2092.2,D2092.2,D2092.2.1,"1,04383","0,59028",1.768364166158,0.82241540517,,
D2092.2,D2092.2,D2092.2.2,"1,27556","0,640646",1.991052781099,0.99353146617,,
acr-11,D2092.3,D2092.3,"0,044499","0,010451",4.257860491819,2.09012868087,1,
D2092.4,D2092.4,D2092.4,"0,529014","0,302025",1.751556990315,0.80863792979,,
D2092.5,D2092.5,D2092.5,"1,54618","0,704536",2.194607514733,1.13396295016,,
D2092.6,D2092.6,D2092.6,"0,0141","0,001633",8.634353949786,3.11008823470,1,
tsp-19,D2092.7,D2092.7,"0,003095",0,,,,
D2092.8,D2092.8,D2092.8,"0,1329","0,129106",1.029386705498,0.04178505541,,
D2096.1,D2096.1,D2096.1,"1,0666","1,72926",0.616795623562,-0.69713556616,,
D2096.10,D2096.10,D2096.10,"0,148182","0,084707",1.749347751662,0.80681711014,,
D2096.11,D2096.11,D2096.11,"0,160207","0,138122",1.159894875545,0.21399405587,,
D2096.12,D2096.12,D2096.12,"0,412933","0,224861",1.836392260107,0.87687425661,,
D2096.13,D2096.13,D2096.13,"0,067573","0,603058",0.112049918913,-3.15778649007,,1
D2096.2,D2096.2,D2096.2a,"3,39611","1,97335",1.720987153825,0.78323632853,,
D2096.2,D2096.2,D2096.2b,"4,36302","2,07443",2.103237997908,1.07261211159,,
D2096.3,D2096.3,D2096.3.1,"1,08502","0,287234",3.777477596663,1.91742319913,1,
D2096.3,D2096.3,D2096.3.2,"1,07238","0,285398",3.757489540922,1.90976908836,1,
D2096.3,D2096.3,D2096.3.3,"1,1182","0,288842",3.871320652814,1.95282580778,1,
sqv-1,D2096.4,D2096.4.1,"1,68461","0,83467",2.018294655373,1.01313681211,,
sqv-1,D2096.4,D2096.4.2,"1,92701","0,889939",2.165328185415,1.11458570190,,
D2096.5,D2096.5,D2096.5,"0,038874","0,0805",0.482903105590,-1.05019435326,,
D2096.6,D2096.6,D2096.6,"0,433586","0,053078",8.168845849505,3.03013225893,1,
D2096.7,D2096.7,D2096.7a,"0,489724","0,365848",1.338599637008,0.42072452820,,
D2096.7,D2096.7,D2096.7b,"0,479491","0,330914",1.448989767734,0.53504740712,,
D2096.8,D2096.8,D2096.8,"16,9226","15,78",1.072408111534,0.10085403680,,
D2096.9,D2096.9,D2096.9,"0,659468","1,03586",0.636638155735,-0.65145447005,,
srh-80,DC2.1,DC2.1,0,0,,,,
srh-78,DC2.2,DC2.2,"0,000259","0,000334",0.775188622754,-0.36738069805,,
DC2.3,DC2.3,DC2.3a,"1,2253","1,04869",1.168410111663,0.22454674872,,
DC2.3,DC2.3,DC2.3b,"0,800916","0,878322",0.911870589602,-0.13309899965,,
DC2.5,DC2.5,DC2.5,"0,092172","0,05328",1.729945570571,0.79072664694,,
srh-77,DC2.6,DC2.6,"0,000708","0,000467",1.516113490364,0.60037775210,,
kin-33,DC2.7,DC2.7a,"0,032572","0,036762",0.886010010337,-0.17460509613,,
kin-33,DC2.7,DC2.7b,"0,031305","0,046467",0.673697462715,-0.56982722904,,
kin-33,DC2.7,DC2.7c,"0,034557","0,038766",0.891428055513,-0.16580972793,,
DH11.1,DH11.1,DH11.1.1,"0,384296","0,136549",2.814345033651,1.49279921124,,
DH11.1,DH11.1,DH11.1.2,"0,41499","0,12754",3.253802728556,1.70212678599,1,
DH11.2,DH11.2,DH11.2,"1,1533","0,261261",4.414359586773,2.14220415407,1,
pgp-11,DH11.3,DH11.3,"0,093756","0,042374",2.212590267617,1.14573631440,,
DH11.4,DH11.4,DH11.4,"0,246012","0,07852",3.133112582781,1.64759661130,,
DH11.5,DH11.5,DH11.5a,"0,649343","0,238636",2.721060527330,1.44416904828,,
DH11.5,DH11.5,DH11.5b,"0,69272","0,267818",2.586532645304,1.37101940029,,
DH11.5,DH11.5,DH11.5c,"0,762854","0,265366",2.874723966145,1.52342343369,,
tin-13,DY3.1,DY3.1,"5,48084","14,6171",0.374960833544,-1.41518818782,,
lmn-1,DY3.2,DY3.2.1,"4,87037","3,13563",1.553234916109,0.63527604394,,
lmn-1,DY3.2,DY3.2.2,"5,15878","3,39626",1.518959090293,0.60308301466,,
hlh-16,DY3.3,DY3.3,"0,077722","0,033715",2.305267685007,1.20493428445,,
trt-1,DY3.4,DY3.4a.1,"0,304629","0,19768",1.541020841764,0.62388637393,,
trt-1,DY3.4,DY3.4a.2,"0,315772","0,191601",1.648070730320,0.72077816005,,
trt-1,DY3.4,DY3.4b.1,"0,314485","0,190909",1.647303165382,0.72010608934,,
trt-1,DY3.4,DY3.4b.2,"0,315527","0,191464",1.647970375632,0.72069030847,,
trt-1,DY3.4,DY3.4b.3,"0,31502","0,191189",1.647688936079,0.72044390470,,
trt-1,DY3.4,DY3.4b.4,"0,314756","0,19105",1.647505888511,0.72028362172,,
trt-1,DY3.4,DY3.4b.5,"0,315772","0,191601",1.648070730320,0.72077816005,,
pqn-26,DY3.5,DY3.5,"0,138479","0,017414",7.952164924773,2.99134767814,1,
mfb-1,DY3.6,DY3.6,"0,573415","0,362016",1.583949328206,0.66352618320,,
sup-17,DY3.7,DY3.7,"2,3574","1,10019",2.142720802770,1.09944387862,,
DY3.8,DY3.8,DY3.8,"2,75833","2,09854",1.314404300132,0.39440910525,,
E_BE45912.2,E_BE45912.2,E_BE45912.2,"0,225467","0,314352",0.717243726778,-0.47946465007,,
E01A2.1,E01A2.1,E01A2.1.1,"1,01487","0,898305",1.129761049977,0.17601766780,,
E01A2.1,E01A2.1,E01A2.1.2,"1,79343","1,3648",1.314060668230,0.39403188429,,
E01A2.2,E01A2.2,E01A2.2a,"1,63762","1,06596",1.536286539833,0.61944732481,,
E01A2.2,E01A2.2,E01A2.2b.1,"1,53816","0,972514",1.581632757986,0.66141465687,,
E01A2.2,E01A2.2,E01A2.2b.2,"1,74547","0,981362",1.778619918032,0.83075824700,,
lin-44,E01A2.3,E01A2.3a,"0,134646","0,117196",1.148895866753,0.20024804139,,
lin-44,E01A2.3,E01A2.3b,"0,158924","0,120109",1.323164791981,0.40399275154,,
E01A2.4,E01A2.4,E01A2.4,"1,09817","0,916927",1.197663499930,0.26022262000,,
E01A2.5,E01A2.5,E01A2.5,"0,254759","0,270267",0.942619705698,-0.08525225332,,
E01A2.6,E01A2.6,E01A2.6,"2,78094","1,99852",1.391499709785,0.47664060778,,
E01A2.7,E01A2.7,E01A2.7,"0,050053","0,018688",2.678360445205,1.42135012702,,
E01A2.8,E01A2.8,E01A2.8,"0,295096","0,115649",2.551651981427,1.35143157404,,
E01B7.1,E01B7.1,E01B7.1,"0,74318","0,37233",1.996025031558,0.99712981320,,
E01B7.2,E01B7.2,E01B7.2,"0,296319","0,468986",0.631829095112,-0.66239372158,,
pde-3,E01F3.1,E01F3.1a,"0,427504","0,165375",2.585058201058,1.37019676233,,
pde-3,E01F3.1,E01F3.1b,"0,355193","0,152958",2.322160331594,1.21546758530,,
E01G4.1,E01G4.1,E01G4.1,"1,53703","1,04964",1.464340154720,0.55025071928,,
E01G4.3,E01G4.3,E01G4.3.1,"4,02315","2,25055",1.787629690520,0.83804791159,,
E01G4.3,E01G4.3,E01G4.3.2,"4,09174","2,35629",1.736518000755,0.79619736578,,
E01G4.3,E01G4.3,E01G4.3.3,"3,93848","2,26054",1.742273969936,0.80097150338,,
pqn-27,E01G4.4,E01G4.4,"1,43793","0,794268",1.810383900648,0.85629566020,,
E01G4.5,E01G4.5,E01G4.5,"1,31583","0,644392",2.041971346634,1.02996262216,,
E01G4.6,E01G4.6,E01G4.6,"0,025429","0,012059",2.108690604528,1.07634743270,,
E01G6.1,E01G6.1,E01G6.1,"0,062178","0,015077",4.124049877297,2.04406178113,1,
E01G6.2,E01G6.2,E01G6.2,"0,26779","0,129576",2.066663579675,1.04730355982,,
E01G6.3,E01G6.3,E01G6.3,"0,131796","0,082925",1.589339764848,0.66842757318,,
pkc-2,E01H11.1,E01H11.1a.1,"0,603968","0,34559",1.747643160971,0.80541064110,,
pkc-2,E01H11.1,E01H11.1a.2,"0,597373","0,343504",1.739056895990,0.79830513346,,
pkc-2,E01H11.1,E01H11.1b,"0,640816","0,387699",1.652869881016,0.72497315572,,
pkc-2,E01H11.1,E01H11.1c,"0,554585","0,350688",1.581419951638,0.66122053132,,
flp-20,E01H11.3,E01H11.3,"0,374325","0,742302",0.504275887711,-0.98771485137,,
E01H11.4,E01H11.4,E01H11.4,"0,235237","0,172172",1.366290686058,0.45026445780,,
E02A10.1,E02A10.1,E02A10.1.1,"2,62221","1,07109",2.448169621600,1.29170351872,,
E02A10.1,E02A10.1,E02A10.1.2,"2,72407","1,12301",2.425686325144,1.27839300206,,
grl-23,E02A10.2,E02A10.2,"0,002559","0,000612",4.181960784314,2.06417953334,1,
E02A10.3,E02A10.3,E02A10.3,"0,275073","0,155574",1.768116780439,0.82221356489,,
E02A10.4,E02A10.4,E02A10.4,"0,131214","0,141561",0.926907834785,-0.10950220038,,
E02C12.10,E02C12.10,E02C12.10,"0,001146","0,000167",6.859281437126,2.77805745083,1,
E02C12.11,E02C12.11,E02C12.11,0,0,,,,
E02C12.12,E02C12.12,E02C12.12,"0,007606",0,,,,
E02C12.13,E02C12.13,E02C12.13,"0,378995","0,340897",1.111758097021,0.15284291199,,
srx-46,E02C12.2,E02C12.2,"0,003419","0,000399",8.568496240602,3.09904203554,1,
srx-47,E02C12.3,E02C12.3,"0,001845",0,,,,
E02C12.4,E02C12.4,E02C12.4,"0,105594","0,081966",1.288265866335,0.36543036089,,
gpa-3,E02C12.5,E02C12.5,"0,057495","0,019573",2.937475093241,1.55457661916,,
E02C12.6,E02C12.6,E02C12.6,"0,033928","0,001399",24.251822730522,4.60002127705,1,
E02C12.8,E02C12.8,E02C12.8a,"0,024485","0,010687",2.291073266586,1.19602359555,,
E02C12.8,E02C12.8,E02C12.8b,"0,046496","0,327976",0.141764946216,-2.81842724900,,1
E02C12.8,E02C12.8,E02C12.8c,"0,024461","0,01034",2.365696324952,1.24226489253,,
E02C12.9,E02C12.9,E02C12.9,0,0,,,,
E02D9.1,E02D9.1,E02D9.1a,"0,221823","0,138696",1.599346772798,0.67748278007,,
