GenePublicName,SequenceNameGene,SequenceNameTranscript,DC,OP50,Ratio_DCvsOP50,log2_Ratio_DCvsOP50,Infection_upregulated,Infection_downregulated
ceh-19,F20D12.6,F20D12.6b,"0,026353","0,011371",2.317465900996,1.21254811131,1,
F20D12.7,F20D12.7,F20D12.7,"0,001008",0,,,,
F20D6.1,F20D6.1,F20D6.1,"0,005639","0,003969",1.420620904577,0.50652161999,,
F20D6.10,F20D6.10,F20D6.10,"0,027771","0,019723",1.408058652632,0.49370743064,,
F20D6.11,F20D6.11,F20D6.11.1,"0,215259","0,220639",0.975616278174,-0.03561426516,,
F20D6.11,F20D6.11,F20D6.11.2,"0,214609","0,223379",0.960739371203,-0.05778298425,,
F20D6.12,F20D6.12,F20D6.12,0,"0,000094",0.000000000000,,,
F20D6.2,F20D6.2,F20D6.2,"0,000928",0,,,,
srp-8,F20D6.3,F20D6.3,"0,005077","0,010803",0.469961861033,-1.08938441284,,1
srp-7,F20D6.4,F20D6.4a,"1,87179","1,94526",0.962231269856,-0.05554441111,,
srp-7,F20D6.4,F20D6.4b.1,"1,92778","1,94137",0.992999788809,-0.01013468397,,
srp-7,F20D6.4,F20D6.4b.2,"1,88694","1,92668",0.979373845164,-0.03006842647,,
srp-7,F20D6.4,F20D6.4c,"1,88897","1,92684",0.980346058832,-0.02863698930,,
F20D6.5,F20D6.5,F20D6.5,"0,062104","0,044084",1.408761475278,0.49442736213,,
F20D6.6,F20D6.6,F20D6.6,"0,069999","0,06654",1.051979338713,0.07310636981,,
F20D6.8,F20D6.8,F20D6.8,"0,028004","0,025334",1.105386768136,0.14455124821,,
F20D6.9,F20D6.9,F20D6.9,"0,000549",0,,,,
srz-48,F20E11.1,F20E11.1,"0,000808",0,,,,
srh-203,F20E11.10,F20E11.10,0,"0,000701",0.000000000000,,,
srh-154,F20E11.12,F20E11.12,0,0,,,,
srbc-27,F20E11.15,F20E11.15,"0,00123",0,,,,
srsx-2,F20E11.2,F20E11.2,0,0,,,,
str-200,F20E11.4,F20E11.4,0,0,,,,
F20E11.5,F20E11.5,F20E11.5,0,0,,,,
srw-72,F20E11.6,F20E11.6,0,0,,,,
F20E11.7,F20E11.7,F20E11.7,0,0,,,,
F20G2.1,F20G2.1,F20G2.1,"0,0134","0,01159",1.156233552206,0.20943284297,,
F20G2.2,F20G2.2,F20G2.2,"0,471149","0,750346",0.627908991319,-0.67137262381,,1
F20G2.3,F20G2.3,F20G2.3,"0,076968","0,101472",0.758515649637,-0.39874914853,,
nas-24,F20G2.4,F20G2.4,"0,023045","0,033662",0.684585769286,-0.54669679201,,
F20G2.5,F20G2.5,F20G2.5,"0,000945","0,001697",0.556561747050,-0.84538634044,,1
F20G2.6,F20G2.6,F20G2.6a,"0,008071","0,011054",0.730180571387,-0.45367481277,,
F20G2.6,F20G2.6,F20G2.6b,"0,032071","0,030706",1.044453418354,0.06274815099,,
F20G4.1,F20G4.1,F20G4.1,"0,451391","0,57689",0.782455927473,-0.35391860164,,
F20G4.2,F20G4.2,F20G4.2,"0,184301","0,253201",0.727884171074,-0.45821920368,,
nmy-2,F20G4.3,F20G4.3,"2,80738","3,3419",0.840055058500,-0.25144420745,,
F20H11.1,F20H11.1,F20H11.1,"1,35276","1,31635",1.027659816918,0.03936277264,,
nsh-1,F20H11.2,F20H11.2,"0,986114","1,17055",0.842436461492,-0.24736021589,,
mdh-1,F20H11.3,F20H11.3.1,"9,86594","13,7093",0.719653082214,-0.47462648998,,
mdh-1,F20H11.3,F20H11.3.2,"12,4539","17,49",0.712058319039,-0.48993268917,,
mdh-1,F20H11.3,F20H11.3.3,"15,3392","21,3709",0.717761067620,-0.47842442344,,
F20H11.4,F20H11.4,F20H11.4,"0,128257","0,152529",0.840869605124,-0.25004599789,,
F20H11.5,F20H11.5,F20H11.5,"2,4241","2,55979",0.946991745417,-0.07857624459,,
F20H11.6,F20H11.6,F20H11.6,"1,2399","1,35128",0.917574447931,-0.12410287829,,
F21A10.1,F21A10.1,F21A10.1,"0,023847","0,036878",0.646648571111,-0.62894621955,,1
F21A10.2,F21A10.2,F21A10.2a.1,"0,702746","0,81829",0.858798225568,-0.21960888456,,
F21A10.2,F21A10.2,F21A10.2a.2,"0,754384","0,893614",0.844194473229,-0.24435271059,,
F21A10.2,F21A10.2,F21A10.2a.3,"0,788788","0,92546",0.852319927387,-0.23053303178,,
F21A10.2,F21A10.2,F21A10.2a.4,"0,806673","0,945488",0.853181637419,-0.22907517924,,
F21A10.2,F21A10.2,F21A10.2b,"0,814231","0,949321",0.857698291726,-0.22145784760,,
F21A10.2,F21A10.2,F21A10.2c,"0,806673","0,945488",0.853181637419,-0.22907517924,,
F21A10.4,F21A10.4,F21A10.4,"0,000612","0,002744",0.222912552018,-2.16545023906,,1
srh-276,F21A3.1,F21A3.1,0,0,,,,
F21A3.2,F21A3.2,F21A3.2a,"0,365515","0,207607",1.760610191371,0.81607552403,,
F21A3.2,F21A3.2,F21A3.2b,"0,347929","0,19903",1.748123398483,0.80580702700,,
F21A3.3,F21A3.3,F21A3.3,"0,096014","0,133716",0.718042717401,-0.47785842027,,
F21A3.4,F21A3.4,F21A3.4,"0,016615","0,019687",0.843967308210,-0.24474097889,,
F21A3.5,F21A3.5,F21A3.5,"0,185899","0,198917",0.934555618675,-0.09764756853,,
F21A3.6,F21A3.6,F21A3.6,"0,015155","0,019819",0.764675607762,-0.38708024032,,
F21A3.7,F21A3.7,F21A3.7,"0,03459","0,049539",0.698239961888,-0.51820516686,,
F21A3.8,F21A3.8,F21A3.8,"0,020497","0,019801",1.035134944043,0.04981885508,,
F21A9.1,F21A9.1,F21A9.1,"0,017477","0,005103",3.424572981595,1.77592410610,1,
F21A9.2,F21A9.2,F21A9.2,"0,049733","0,030302",1.641270951795,0.71481342809,,
F21C10.1,F21C10.1,F21C10.1,0,0,,,,
F21C10.10,F21C10.10,F21C10.10.1,"2,23251","1,26099",1.770442271549,0.82410980283,,
F21C10.10,F21C10.10,F21C10.10.2,"4,29457","2,37508",1.808179092915,0.85453757801,,
F21C10.11,F21C10.11,F21C10.11a,"1,11151","0,612374",1.815083592706,0.86003599230,,
F21C10.11,F21C10.11,F21C10.11b,"1,31567","0,641977",2.049403639071,1.03520415748,1,
F21C10.12,F21C10.12,F21C10.12,"0,001782","0,002432",0.732759223389,-0.44858887236,,
F21C10.3,F21C10.3,F21C10.3a,"0,039905","0,023183",1.721309424700,0.78350646133,,
F21C10.3,F21C10.3,F21C10.3b,"0,035532","0,026676",1.331971315147,0.41356301338,,
F21C10.4,F21C10.4,F21C10.4,"0,048936","0,027453",1.782543920679,0.83393762414,,
F21C10.5,F21C10.5,F21C10.5,0,0,,,,
F21C10.6,F21C10.6,F21C10.6,"0,002406",0,,,,
F21C10.7,F21C10.7,F21C10.7,"0,098318","0,179665",0.547230679320,-0.86977898078,,1
pqn-31,F21C10.8,F21C10.8a,"0,101465","0,1249",0.812369895917,-0.29979131638,,
pqn-31,F21C10.8,F21C10.8b,"0,114995","0,13261",0.867166880326,-0.20561843794,,
F21C10.9,F21C10.9,F21C10.9,"0,036107","0,074789",0.482783656507,-1.05055125698,,1
twk-1,F21C3.1,F21C3.1,"0,098633","0,117493",0.839478947682,-0.25243394895,,
tyr-3,F21C3.2,F21C3.2,"0,014298","0,014196",1.007170882554,0.01030848026,,
tag-202,F21C3.3,F21C3.3,"2,67983","1,77292",1.511534643413,0.59601404500,,
rde-2,F21C3.4,F21C3.4a,"0,636165","0,679919",0.935648216920,-0.09596188463,,
rde-2,F21C3.4,F21C3.4b,"0,661018","0,702199",0.941354231493,-0.08719038378,,
pfd-6,F21C3.5,F21C3.5,"3,96278","2,70284",1.466154119371,0.55203676484,,
F21C3.6,F21C3.6,F21C3.6,"0,024126","0,02495",0.966954172712,-0.04848057785,,
nhr-21,F21D12.1,F21D12.1a,"0,268743","0,24638",1.090766295966,0.12534202763,,
nhr-21,F21D12.1,F21D12.1b,"0,271506","0,246624",1.100890424290,0.13867087926,,
nhr-21,F21D12.1,F21D12.1c.1,"0,268543","0,245893",1.092113236245,0.12712245049,,
nhr-21,F21D12.1,F21D12.1c.2,"0,265345","0,24527",1.081848575040,0.11349858112,,
nhr-21,F21D12.1,F21D12.1d,"0,269902","0,247196",1.091854237124,0.12678026888,,
nhr-21,F21D12.1,F21D12.1e,"0,264928","0,244443",1.083802767925,0.11610223674,,
F21D12.2,F21D12.2,F21D12.2,"0,001051",0,,,,
F21D12.3,F21D12.3,F21D12.3,"0,162666","0,213689",0.761227765585,-0.39359991039,,
F21D12.5,F21D12.5,F21D12.5,"0,002914","0,004591",0.634690317143,-0.65587526190,,1
F21D5.1,F21D5.1,F21D5.1.1,"3,04365","3,65388",0.832991231239,-0.26362678623,,
F21D5.1,F21D5.1,F21D5.1.2,"3,50972","4,18916",0.837809966676,-0.25530504813,,
F21D5.2,F21D5.2,F21D5.2.1,"1,37958","1,34532",1.025466060120,0.03627974369,,
F21D5.2,F21D5.2,F21D5.2.2,"1,46204","1,44502",1.011778383690,0.01689332189,,
F21D5.3,F21D5.3,F21D5.3.1,"0,0928","0,175441",0.528954463324,-0.91878456605,,1
F21D5.3,F21D5.3,F21D5.3.2,"0,090562","0,178498",0.507356384945,-0.97892859190,,1
F21D5.3,F21D5.3,F21D5.3.3,"0,090433","0,178245",0.507352800920,-0.97893878330,,1
F21D5.4,F21D5.4,F21D5.4,"0,06666","0,068029",0.979874670543,-0.02933085969,,
F21D5.5,F21D5.5,F21D5.5,"0,415317","0,411258",1.009869716820,0.01416918305,,
F21D5.6,F21D5.6,F21D5.6,"1,06837","1,06053",1.007392530150,0.01062593852,,
F21D5.7,F21D5.7,F21D5.7.1,"1,16832","1,56108",0.748404950419,-0.41810899339,,
F21D5.7,F21D5.7,F21D5.7.2,"1,33453","1,86758",0.714577153321,-0.48483830651,,
F21D5.8,F21D5.8,F21D5.8,"1,24036","1,06071",1.169367687681,0.22572863200,,
F21D5.9,F21D5.9,F21D5.9,"0,05118","0,027942",1.831684656569,0.87317114996,1,
F21D9.1,F21D9.1,F21D9.1,"0,012428","0,010211",1.217071116595,0.28341347090,,
F21D9.2,F21D9.2,F21D9.2,"0,028912","0,026631",1.085668044775,0.11858305032,,
F21D9.3,F21D9.3,F21D9.3,0,0,,,,
F21D9.4,F21D9.4,F21D9.4,"0,006713","0,004208",1.595393540690,0.67391234197,,
F21D9.5,F21D9.5,F21D9.5,"0,019185","0,01497",1.281520323302,0.35785635814,,
F21D9.8,F21D9.8,F21D9.8,"0,012339","0,003181",3.879265355910,1.95578346485,1,
F21E9.2,F21E9.2,F21E9.2,"0,002055","0,00371",0.553888373698,-0.85233283872,,1
F21E9.3,F21E9.3,F21E9.3,"0,135216","0,057187",2.364449325110,1.24150422228,1,
ins-39,F21E9.4,F21E9.4,"0,008593",0,,,,
F21E9.6,F21E9.6,F21E9.6,0,0,,,,
F21F12.1,F21F12.1,F21F12.1,"0,004109","0,00702",0.585321380595,-0.77269911655,,1
F21F3.1,F21F3.1,F21F3.1,"0,697052","0,728776",0.956469477590,-0.06420916420,,
F21F3.2,F21F3.2,F21F3.2,"0,134162","0,149091",0.899866524472,-0.15221706985,,
F21F3.3,F21F3.3,F21F3.3,"0,068097","0,043896",1.551306146532,0.63348342686,,
F21F3.4,F21F3.4,F21F3.4,"0,177385","0,174764",1.014997367879,0.02147598618,,
unc-38,F21F3.5,F21F3.5,"0,016848","0,020382",0.826596146581,-0.27474545670,,
F21F3.6,F21F3.6,F21F3.6.1,"6,0267","5,66286",1.064250219854,0.08983738815,,
F21F3.6,F21F3.6,F21F3.6.2,"11,8555","11,9318",0.993605323589,-0.00925519156,,
F21F3.7,F21F3.7,F21F3.7,"0,398282","0,455256",0.874852830056,-0.19288775132,,
srg-33,F21F8.1,F21F8.1,0,0,,,,
str-135,F21F8.10,F21F8.10,"0,001401",0,,,,
F21F8.11,F21F8.11,F21F8.11,"0,038627","0,062122",0.621795212316,-0.68548858659,,1
F21F8.2,F21F8.2,F21F8.2,"0,094046","0,024577",3.826620335521,1.93607076873,1,
asp-5,F21F8.3,F21F8.3.1,"23,8181","22,4761",1.059707867468,0.08366660796,,
asp-5,F21F8.3,F21F8.3.2,"23,6839","22,5148",1.051925844334,0.07303300522,,
F21F8.4,F21F8.4,F21F8.4.1,"0,168011","0,144398",1.163527195668,0.21850493193,,
F21F8.4,F21F8.4,F21F8.4.2,"0,151216","0,137056",1.103315433108,0.14184531017,,
F21F8.5,F21F8.5,F21F8.5,"0,024856","0,018269",1.360583949597,0.44422597528,,
F21F8.6,F21F8.6,F21F8.6,"0,014892","0,014123",1.054486748285,0.07654096492,,
asp-6,F21F8.7,F21F8.7.1,"54,3396","36,7201",1.479832571262,0.56543395810,,
asp-6,F21F8.7,F21F8.7.2,"49,5826","35,7969",1.385108766402,0.46999926912,,
str-136,F21F8.9,F21F8.9,"0,000309",0,,,,
F21G4.1,F21G4.1,F21G4.1,"0,100466","0,103863",0.967293453877,-0.04797445935,,
mrp-4,F21G4.2,F21G4.2,"2,46331","3,47141",0.709599269461,-0.49492357052,,
F21G4.3,F21G4.3,F21G4.3,0,0,,,,
F21G4.4,F21G4.4,F21G4.4,"0,099166","0,080149",1.237265296803,0.30715487893,,
F21G4.5,F21G4.5,F21G4.5,"0,010022","0,020283",0.494093692379,-1.01714345649,,1
F21G4.6,F21G4.6,F21G4.6,"0,047532","0,061844",0.768572791437,-0.37974619103,,
sax-2,F21H11.2,F21H11.2a,"0,688247","0,851764",0.808025462452,-0.30752733907,,
sax-2,F21H11.2,F21H11.2b,"0,955301","1,10134",0.867398805092,-0.20523263911,,
tbx-2,F21H11.3,F21H11.3.1,"0,147018","0,168839",0.870758533277,-0.19965538885,,
tbx-2,F21H11.3,F21H11.3.2,"0,132838","0,153519",0.865287032875,-0.20874931218,,
F21H12.1,F21H12.1,F21H12.1,"0,797618","0,82985",0.961159245647,-0.05715261720,,
F21H12.2,F21H12.2,F21H12.2,"0,001002","0,002919",0.343323111713,-1.54236111545,,1
F21H12.3,F21H12.3,F21H12.3,0,"0,00144",0.000000000000,,,
ptc-2,F21H12.4,F21H12.4,"0,001666","0,002827",0.589435107591,-0.76259510290,,1
fbf-2,F21H12.5,F21H12.5,"0,297611","0,414343",0.718272059622,-0.47739769830,,
F21H12.6,F21H12.6,F21H12.6,"1,96696","2,32742",0.845124644456,-0.24276395979,,
F21H12.7,F21H12.7,F21H12.7,"0,006518","0,00776",0.839922474127,-0.25167192337,,
gst-22,F21H7.1,F21H7.1,"0,116069","0,099547",1.165973023771,0.22153441039,,
F21H7.10,F21H7.10,F21H7.10,0,"0,000294",0.000000000000,,,
srh-95,F21H7.11,F21H7.11,"0,000723","0,0005",1.445016248106,0.53108571482,,
F21H7.12,F21H7.12,F21H7.12.1,"0,010802","0,007181",1.504295380708,0.58908787981,,
F21H7.12,F21H7.12,F21H7.12.2,"0,006196","0,001739",3.562933785688,1.83306567237,1,
srh-98,F21H7.14,F21H7.14,0,0,,,,
F21H7.2,F21H7.2,F21H7.2.1,"0,114708","0,119668",0.958551993850,-0.06107140610,,
F21H7.2,F21H7.2,F21H7.2.2,"0,117815","0,113332",1.039556347722,0.05596795962,,
F21H7.3,F21H7.3,F21H7.3,"0,003094","0,005049",0.612663532338,-0.70683311477,,1
F21H7.4,F21H7.4,F21H7.4,"0,029711","0,022409",1.325879349892,0.40694950152,,
F21H7.5,F21H7.5,F21H7.5,"0,847025","0,783107",1.081621030076,0.11319510748,,
srh-104,F21H7.7,F21H7.7,0,0,,,,
gcy-20,F21H7.9,F21H7.9,"0,000329","0,000101",3.272522903383,1.71040328919,1,
ets-4,F22A3.1,F22A3.1,"0,306691","0,309089",0.992241716787,-0.01123648120,,
F22A3.2,F22A3.2,F22A3.2,"0,650708","0,639227",1.017960755725,0.02568194392,,
glr-8,F22A3.3,F22A3.3,"0,000959","0,002187",0.438440718880,-1.18954630435,,1
ceh-60,F22A3.5,F22A3.5,"0,077636","0,081994",0.946851118738,-0.07879049828,,
F22A3.6,F22A3.6,F22A3.6a,"75,3992","44,984",1.676133736440,0.74513726431,,
F22A3.6,F22A3.6,F22A3.6b,"0,012151","0,011728",1.035980730699,0.05099716906,,
F22A3.7,F22A3.7,F22A3.7,"0,729998","0,722348",1.010590463322,0.01519847080,,
his-64,F22B3.1,F22B3.1,"0,38981","0,147831",2.636862363104,1.39882226849,1,
F22B3.10,F22B3.10,F22B3.10,0,"0,000331",0.000000000000,,,
his-63,F22B3.2,F22B3.2,"0,130243","0,019826",6.569369205782,2.71575484888,1,
F22B3.4,F22B3.4,F22B3.4,"12,1888","14,7542",0.826124086701,-0.27556959917,,
F22B3.5,F22B3.5,F22B3.5,0,"0,001439",0.000000000000,,,
F22B3.7,F22B3.7,F22B3.7,0,"0,000922",0.000000000000,,,
F22B3.8,F22B3.8,F22B3.8,"0,037893","0,032782",1.155884999619,0.20899786952,,
F22B3.9,F22B3.9,F22B3.9,"0,001607","0,006341",0.253435384181,-1.98031012992,,1
evl-20,F22B5.1,F22B5.1,"0,165271","0,173166",0.954407909174,-0.06732209620,,
F22B5.10,F22B5.10,F22B5.10.1,"2,1614","2,40075",0.900301988962,-0.15151908800,,
F22B5.10,F22B5.10,F22B5.10.2,"2,16567","2,63233",0.822719795770,-0.28152693773,,
eif-3.G,F22B5.2,F22B5.2,"4,28897","3,46465",1.237923022528,0.30792160658,,
cut-3,F22B5.3,F22B5.3,"0,001119","0,002422",0.461852844162,-1.11449484241,,1
F22B5.4,F22B5.4,F22B5.4,"0,100188","0,149571",0.669835730188,-0.57812076096,,
F22B5.5,F22B5.5,F22B5.5,"0,061197","0,064979",0.941790335016,-0.08652217762,,
F22B5.6,F22B5.6,F22B5.6,"0,072168","0,041535",1.737521427608,0.79703076967,,
zyg-9,F22B5.7,F22B5.7,"2,04222","2,34201",0.871994568768,-0.19760894571,,
frs-2,F22B5.9,F22B5.9.1,"1,78319","2,0791",0.857673993555,-0.22149871902,,
frs-2,F22B5.9,F22B5.9.2,"1,78996","2,13262",0.839324399096,-0.25269957443,,
F22B7.1,F22B7.1,F22B7.1,"0,024633","0,01426",1.727405963367,0.78860717523,,
dpy-19,F22B7.10,F22B7.10,"0,070462","0,08817",0.799155952565,-0.32345102723,,
gpr-1,F22B7.13,F22B7.13,"0,415538","0,397466",1.045468040034,0.06414895940,,
flp-23,F22B7.2,F22B7.2,"0,000677","0,000507",1.334505396552,0.41630513955,,
F22B7.3,F22B7.3,F22B7.3,0,0,,,,
F22B7.4,F22B7.4,F22B7.4,"0,512109","0,000872",587.301842152645,9.19795835283,1,
dnj-10,F22B7.5,F22B7.5a.1,"0,443008","0,479108",0.924651644306,-0.11301815163,,
dnj-10,F22B7.5,F22B7.5a.2,"0,491667","0,53884",0.912454531958,-0.13217542439,,
dnj-10,F22B7.5,F22B7.5b,"0,48051","0,516868",0.929657088464,-0.10522943028,,
polk-1,F22B7.6,F22B7.6,"0,530752","0,607666",0.873427178746,-0.19524067021,,
twk-7,F22B7.7,F22B7.7,"0,06929","0,031766",2.181267845506,1.12516693443,1,
F22B7.9,F22B7.9,F22B7.9,"0,335396","0,401019",0.836359374493,-0.25780510905,,
srj-29,F22B8.1,F22B8.1,"0,00224","0,000383",5.850685693542,2.54860571678,1,
F22B8.3,F22B8.3,F22B8.3,0,0,,,,
F22B8.4,F22B8.4,F22B8.4,"0,001977","0,002626",0.752999683943,-0.40927883553,,
str-7,F22B8.5,F22B8.5,"0,001522","0,001616",0.941630051365,-0.08676773133,,
F22B8.6,F22B8.6,F22B8.6.1,"0,175602","0,222753",0.788326083150,-0.34313558547,,
F22B8.6,F22B8.6,F22B8.6.2,"0,176313","0,228553",0.771431571670,-0.37438990386,,
F22B8.7,F22B8.7,F22B8.7,"0,371089","0,334234",1.110267058408,0.15090673739,,
ceh-38,F22D3.1,F22D3.1a,"2,23393","2,56136",0.872165568292,-0.19732605865,,
ceh-38,F22D3.1,F22D3.1b,"1,67923","1,91837",0.875342087293,-0.19208115658,,
F22D3.2,F22D3.2,F22D3.2a,"0,975405","1,15485",0.844616183920,-0.24363220361,,
F22D3.2,F22D3.2,F22D3.2b,"1,09854","1,27243",0.863340223038,-0.21199888964,,
F22D3.2,F22D3.2,F22D3.2c,"1,89859","2,28983",0.829140154509,-0.27031210520,,
F22D3.4,F22D3.4,F22D3.4,"0,013274","0,018838",0.704651743010,-0.50501767818,,
F22D3.5,F22D3.5,F22D3.5,"0,014345","0,039936",0.359200424677,-1.47713903913,,1
F22D3.6,F22D3.6,F22D3.6,"0,177062","0,182073",0.972478071982,-0.04026237517,,
kin-14,F22D6.1,F22D6.1,"0,140696","0,139473",1.008768722262,0.01259544948,,
col-60,F22D6.10,F22D6.10,"0,169337","0,260436",0.650205808721,-0.62103165025,,1
gly-18,F22D6.11,F22D6.11,"0,002405","0,001691",1.422298695616,0.50822447581,,
gly-19,F22D6.12,F22D6.12.1,"0,03234","0,033641",0.961315406955,-0.05691823892,,
gly-19,F22D6.12,F22D6.12.2,"0,030348","0,034242",0.886296201112,-0.17413916534,,
F22D6.15,F22D6.15,F22D6.15,"0,055585","0,049423",1.124678036473,0.16951205774,,
F22D6.2,F22D6.2,F22D6.2.1,"9,22404","9,12751",1.010575721089,0.01517742498,,
F22D6.2,F22D6.2,F22D6.2.2,"12,5972","12,5306",1.005314988907,0.00764760263,,
nrs-1,F22D6.3,F22D6.3a.1,"3,65406","4,53385",0.805950792373,-0.31123633773,,
nrs-1,F22D6.3,F22D6.3a.2,"3,46943","4,47418",0.775433710758,-0.36692463954,,
F22D6.4,F22D6.4,F22D6.4.1,"2,3791","1,91442",1.242726256516,0.31350853946,,
F22D6.4,F22D6.4,F22D6.4.2,"2,31606","1,89735",1.220681476797,0.28768679427,,
prp-4,F22D6.5,F22D6.5,"1,37548","1,47091",0.935121795351,-0.09677381320,,
ekl-1,F22D6.6,F22D6.6,"0,90539","1,02367",0.884454951303,-0.17713943212,,
F22D6.7,F22D6.7,F22D6.7,"0,140815","0,074205",1.897661193054,0.92422243771,1,
F22D6.8,F22D6.8,F22D6.8,"0,311314","0,170339",1.827614345511,0.86996167186,1,
F22D6.9,F22D6.9,F22D6.9,"0,276262","0,320626",0.861633180091,-0.21485428810,,
pgp-12,F22E10.1,F22E10.1,"0,01192","0,028228",0.422263630921,-1.24378410006,,1
pgp-13,F22E10.2,F22E10.2,"0,012688","0,022545",0.562806335857,-0.82928952492,,1
pgp-14,F22E10.3,F22E10.3,"0,046241","0,070496",0.655938810365,-0.60836685642,,1
F22E10.5,F22E10.5,F22E10.5,"0,441451","0,868292",0.508413068415,-0.97592698057,,1
F22E12.1,F22E12.1,F22E12.1,"0,22184","0,295967",0.749543023378,-0.41591680440,,
chw-1,F22E12.2,F22E12.2,"0,060339","0,09771",0.617537701042,-0.69540087811,,1
F22E12.3,F22E12.3,F22E12.3,"0,00835","0,01303",0.640822262642,-0.64200382597,,1
egl-9,F22E12.4,F22E12.4a.1,"0,237221","0,325648",0.728458335381,-0.45708163606,,
egl-9,F22E12.4,F22E12.4a.2,"0,258005","0,357488",0.721716533142,-0.47049579037,,
egl-9,F22E12.4,F22E12.4b.1,"0,240415","0,338645",0.709932229916,-0.49424678327,,
egl-9,F22E12.4,F22E12.4b.2,"0,335361","0,464006",0.722751429938,-0.46842853686,,
egl-9,F22E12.4,F22E12.4c,"0,202647","0,289074",0.701021191806,-0.51247003746,,
egl-9,F22E12.4,F22E12.4d,"0,246123","0,335874",0.732783722467,-0.44854063809,,
egl-9,F22E12.4,F22E12.4e.1,"0,258005","0,357488",0.721716533142,-0.47049579037,,
egl-9,F22E12.4,F22E12.4e.2,"0,252183","0,355573",0.709229890908,-0.49567475414,,
F22E5.1,F22E5.1,F22E5.1,"0,002526","0,006382",0.395836205924,-1.33702451757,,1
F22E5.11,F22E5.11,F22E5.11,0,"0,000919",0.000000000000,,,
F22E5.12,F22E5.12,F22E5.12,"0,002622","0,002206",1.188595238419,0.24925750655,,
F22E5.13,F22E5.13,F22E5.13,"0,012956","0,019038",0.680537025559,-0.55525443920,,
sri-57,F22E5.16,F22E5.16,"0,011662","0,018944",0.615603885135,-0.69992575821,,1
F22E5.17,F22E5.17,F22E5.17,"0,463138","0,498805",0.928495103297,-0.10703379320,,
F22E5.2,F22E5.2,F22E5.2,0,0,,,,
F22E5.20,F22E5.20,F22E5.20,"0,084199","0,104044",0.809265310830,-0.30531533924,,
F22E5.21,F22E5.21,F22E5.21,"0,005189","0,007744",0.670013248591,-0.57773847172,,
gcy-21,F22E5.3,F22E5.3,"0,01611","0,019584",0.822616883515,-0.28170741265,,
sri-47,F22E5.4,F22E5.4,"0,004308","0,001839",2.343121152131,1.22843155132,1,
F22E5.6,F22E5.6,F22E5.6,"0,004448",0,,,,
F22E5.7,F22E5.7,F22E5.7,"0,010419","0,004174",2.496322313852,1.31980422049,1,
F22E5.8,F22E5.8,F22E5.8,"0,002299","0,010412",0.220845019017,-2.17889380097,,1
F22E5.9,F22E5.9,F22E5.9,"0,383904","0,264121",1.453515623521,0.53954657877,,
hil-3,F22F1.1,F22F1.1,"1,21261","1,12874",1.074304091288,0.10340241874,,
F22F1.2,F22F1.2,F22F1.2,"0,014166","0,024669",0.574249960476,-0.80024924258,,1
F22F1.3,F22F1.3,F22F1.3,"0,011238","0,007796",1.441447797109,0.52751858972,,
F22F4.1,F22F4.1,F22F4.1,"0,007266","0,020541",0.353733544945,-1.49926505699,,1
inx-3,F22F4.2,F22F4.2.1,"2,25821","2,55132",0.885114372168,-0.17606420636,,
inx-3,F22F4.2,F22F4.2.2,"2,6619","3,07257",0.866343158984,-0.20698950446,,
klp-13,F22F4.3,F22F4.3,"0,005562","0,007832",0.710164226611,-0.49377540616,,
F22F4.4,F22F4.4,F22F4.4,"0,280267","0,273606",1.024345226347,0.03470201651,,
F22F4.5,F22F4.5,F22F4.5,"0,05053","0,03115",1.622174139160,0.69792870008,,
F22F7.1,F22F7.1,F22F7.1a.1,"2,45493","4,59121",0.534702180907,-0.90319253377,,1
F22F7.1,F22F7.1,F22F7.1a.2,"2,54303","4,88754",0.520308785197,-0.94256002806,,1
F22F7.1,F22F7.1,F22F7.1b,"2,31779","4,33802",0.534296752896,-0.90428684545,,1
F22F7.2,F22F7.2,F22F7.2,"0,018217","0,027295",0.667412840541,-0.58334865169,,
F22F7.3,F22F7.3,F22F7.3,"0,000269","0,001272",0.211139326090,-2.24373277972,,1
F22F7.4,F22F7.4,F22F7.4,"0,007679","0,003566",2.153466498784,1.10666087992,1,
ckb-4,F22F7.5,F22F7.5,"0,113874","0,144703",0.786949821358,-0.34565644745,,
F22F7.6,F22F7.6,F22F7.6,0,0,,,,
F22F7.7,F22F7.7,F22F7.7.1,"0,51047","0,419617",1.216514106912,0.28275305012,,
F22F7.7,F22F7.7,F22F7.7.2,"0,499372","0,426636",1.170487253771,0.22710922405,,
F22G12.1,F22G12.1,F22G12.1,"0,007079","0,006656",1.063623852108,0.08898803557,,
F22G12.2,F22G12.2,F22G12.2,0,"0,000253",0.000000000000,,,
F22G12.3,F22G12.3,F22G12.3,"0,010497","0,008964",1.171050664572,0.22780349424,,
F22G12.4,F22G12.4,F22G12.4,"0,893284","0,961509",0.929043825903,-0.10618144024,,
F22G12.5,F22G12.5,F22G12.5,"1,07715","1,25212",0.860260997348,-0.21715366478,,
F22G12.6,F22G12.6,F22G12.6,"0,250652","0,26456",0.947429694587,-0.07790920494,,
F22G12.7,F22G12.7,F22G12.7,"0,006487","0,002391",2.713449142723,1.44012786898,1,
F22G12.8,F22G12.8,F22G12.8,"0,017985","0,012552",1.432870185949,0.51890791137,,
F22H10.1,F22H10.1,F22H10.1,"0,002326","0,002439",0.953526127205,-0.06865562507,,
