#Table S9 from A validated gene regulatory network and GWAS identifies early regulators of T cell–associated diseases
# Contains all known SNPs at time of publication,,,,,
Link,Disease_Trait,Mapped_gene,Upstream_gene_id (Entrez),Downstream_gene_id (Entrez),p_Value
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,FABP4,,,7.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,C10orf114,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,C10orf114,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,TADA2A,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,FABP12,,,6.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,FABP12,,,7.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,SKIDA1,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,SKIDA1,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,DUSP14,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,IMPA1,,,6.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,IMPA1,,,7.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,DNAJC1,,,2.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,DNAJC1,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,SYNRG,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,SLC10A5,,,6.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,SLC10A5,,,7.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,DDX52,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,ZFAND1,,,6.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,ZFAND1,,,7.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,TBC1D3F,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,SNX16,,,6.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,SNX16,,,7.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,TBC1D3,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,MRPL45,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,GPR179,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,SOCS7,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23535730,Ovarian cancer,ARHGAP23,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/23544013,Ovarian cancer in BRCA1 mutation carriers,Intergenic,,,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23544013,Ovarian cancer in BRCA1 mutation carriers,Intergenic,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23544013,Ovarian cancer in BRCA1 mutation carriers,Intergenic,391712,100271169,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23544013,Ovarian cancer in BRCA1 mutation carriers,Intergenic,54796,100271197,6.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23544013,Ovarian cancer in BRCA1 mutation carriers,Intergenic,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23544013,Ovarian cancer in BRCA1 mutation carriers,NR,,,1.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/23544013,Ovarian cancer in BRCA1 mutation carriers,NR,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22116950,Ovarian reserve,MYADML,344371,100616475,8.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22116950,Ovarian reserve,ITIH2,80760,3698,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22116950,Ovarian reserve,GRIN2B,,,9.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22116950,Ovarian reserve,NPR3,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22116950,Ovarian reserve,TPRXL,7476,100312775,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22116950,Ovarian reserve,TMEM86A,144108,144110,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22116950,Ovarian reserve,JARID2,9308,100131229,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21623375,Paget's disease,CSF1,79574,1435,7.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/21623375,Paget's disease,PRL,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21623375,Paget's disease,NUP205,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21623375,Paget's disease,TM7SF4,,,7.00E-17
http://www.ncbi.nlm.nih.gov/pubmed/21623375,Paget's disease,OPTN,,,4.00E-38
http://www.ncbi.nlm.nih.gov/pubmed/21623375,Paget's disease,RIN3,,,3.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/21623375,Paget's disease,PML,,,2.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/21623375,Paget's disease,TNFRSF11A,8792,100129584,8.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/21623375,Paget's disease,SLC25A43,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20436471,Paget's disease,OPTN,,,6.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/20436471,Paget's disease,TNFRSF11A,8792,100129584,2.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/20436471,Paget's disease,CSF1,79574,1435,5.00E-24
http://www.ncbi.nlm.nih.gov/pubmed/20436471,Paget's disease,TNFRSF11A,8792,100129584,5.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/21623375,Paget's disease,EPS8LS,79574,1435,7.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/23180869,Pancreatic cancer,SBF2,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23180869,Pancreatic cancer,c18orf1,,,6.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23180869,Pancreatic cancer,Intergenic,51185,57633,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23180869,Pancreatic cancer,Intergenic,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23180869,Pancreatic cancer,GRID1,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23180869,Pancreatic cancer,GTF2H1,,,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23180869,Pancreatic cancer,Intergenic,100133193,283491,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22665904,Pancreatic cancer,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/22158540,Pancreatic cancer,BACH1,,,2.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/22158540,Pancreatic cancer,DAB2,,,4.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/22158540,Pancreatic cancer,PRLHR,63877,2834,5.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/22158540,Pancreatic cancer,TFF1,7032,7031,4.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/22158540,Pancreatic cancer,NR,100873807,100421565,5.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/22158540,Pancreatic cancer,FAM19A5,,,1.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/22158540,Pancreatic cancer,MIPEPP2,391179,100130099,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22158540,Pancreatic cancer,BAI3,89761,577,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22158540,Pancreatic cancer,SLC1A1,169792,6505,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22158540,Pancreatic cancer,ARID1B,50508,100302259,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22158540,Pancreatic cancer,TFRC,255812,7037,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,ARL4C,10123,100420004,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,DPP6,,,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,FAM91A1,312,157769,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,FOXQ1,94234,2295,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,LOC284998,100271456,644442,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,LOC387933,387933,100616302,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,LOC730242,100873807,100421565,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,LOC731559,50805,153572,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,MYO1D,,,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,NDFIP2,54602,10253,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,PARK2,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,PRPSAP2,51030,5636,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,RNF149,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,RNF43,,,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,RNF5P1,286140,6867,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,THSD7B,7315,80731,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20686608,Pancreatic cancer,BICD1,,,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20484958,Pancreatic cancer,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/20101243?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=11,Pancreatic cancer,KLF5,100873807,100421565,3.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/20101243?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=11,Pancreatic cancer,NR5A2,,,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/20101243?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=11,Pancreatic cancer,CLPTM1L,,,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/19648918?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum,Pancreatic cancer,ABO,,,5.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20101243?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=11,Pancreatic cancer,KLF12,100873807,100421565,3.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/23143602,Pancreatitis,PRSS1,,,2.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23143602,Pancreatitis,CLDN2,,,2.00E-22
http://www.ncbi.nlm.nih.gov/pubmed/23143602,Pancreatitis,NR,552860,441377,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23143602,Pancreatitis,NR,57608,100862850,8.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23143602,Pancreatitis,NR,139221,100874319,6.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23143602,Pancreatitis,PRSS2,,,2.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/23143602,Pancreatitis,MORC4,,,2.00E-22
http://www.ncbi.nlm.nih.gov/pubmed/23143602,Pancreatitis,RIPPLY1,,,2.00E-22
http://www.ncbi.nlm.nih.gov/pubmed/23143602,Pancreatitis,TBC1D8B,,,2.00E-22
http://www.ncbi.nlm.nih.gov/pubmed/23149450,Panic disorder,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,PKP1,,,5.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,PLEKHG1,389434,57480,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,CLU,2989,1191,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,TMEM16B,,,4.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,CALCOCO1,,,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,Intergenic,100270753,10257,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,SDK2,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,Intergenic,3738,643232,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,GRM7,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,Intergenic,345757,100302288,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,TNFRSF21,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,Intergenic,100131905,347703,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,Intergenic,5901,283383,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,Intergenic,729646,390482,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,Intergenic,,,4.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,SMOX,54498,146,6.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19165232,Panic disorder,USP25,54034,54032,9.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/23793441,Parkinson's disease,CCDC82,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23793441,Parkinson's disease,TMC3,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/23793441,Parkinson's disease,COL13A1,,,6.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22911860,Parkinson's disease,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/22438815,Parkinson's disease,GAK,,,3.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/22438815,Parkinson's disease,MAPT,,,8.00E-52
http://www.ncbi.nlm.nih.gov/pubmed/22438815,Parkinson's disease,LRRK2,,,6.00E-15
http://www.ncbi.nlm.nih.gov/pubmed/22438815,Parkinson's disease,SNCA,285513,6622,6.00E-65
http://www.ncbi.nlm.nih.gov/pubmed/22438815,Parkinson's disease,SNCA,6622,22915,5.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/22438815,Parkinson's disease,LRRK2,,,3.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,GBA,,,5.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,Intergenic,81615,100847069,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,Intergenic,450234,100616356,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,DGKQ,,,3.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,BST1,100128646,952,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,SNCA,285513,6622,8.00E-35
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,CNKSR3,,,9.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,LOC642072,56244,3122,3.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,Intergenic,2222,1508,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,SH3GL2,,,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,Intergenic,4745,203859,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,SLC2A13,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,Intergenic,6095,54832,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,POL3S,,,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,WNT3,,,3.00E-17
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,RIT2,,,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinson's disease,PRDM15,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21812969,Parkinson's disease,UNC13B,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21812969,Parkinson's disease,NSF,,,3.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21812969,Parkinson's disease,WNT3,,,7.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21738487,Parkinson's disease,LRRK2,,,2.00E-28
http://www.ncbi.nlm.nih.gov/pubmed/21738487,Parkinson's disease,GBA,,,5.00E-21
http://www.ncbi.nlm.nih.gov/pubmed/21738487,Parkinson's disease,SNCA,285513,6622,2.00E-19
http://www.ncbi.nlm.nih.gov/pubmed/21738487,Parkinson's disease,MAPT,,,3.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/21738487,Parkinson's disease,MCCC1,,,3.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21738487,Parkinson's disease,SCARB2,,,8.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21738487,Parkinson's disease,GAK,,,4.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/21738487,Parkinson's disease,SREBF1,,,6.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/21738487,Parkinson's disease,SLC41A1,,,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21738487,Parkinson's disease,RIT2,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21738487,Parkinson's disease,USP25,343727,54034,6.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21292315,Parkinson's disease,SYT11,,,4.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/21292315,Parkinson's disease,ACMSD,81615,100847069,7.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/21292315,Parkinson's disease,STK39,450234,100616356,4.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21292315,Parkinson's disease,MCCC1,56922,27074,8.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/21292315,Parkinson's disease,GAK,,,4.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/21292315,Parkinson's disease,BST1,100128646,952,1.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/21292315,Parkinson's disease,SNCA,285513,6622,2.00E-47
http://www.ncbi.nlm.nih.gov/pubmed/21292315,Parkinson's disease,HLA-DRB5,,,2.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/21292315,Parkinson's disease,LRRK2,,,6.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/21292315,Parkinson's disease,CCDC62,,,3.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/21292315,Parkinson's disease,MAPT,,,1.00E-28
http://www.ncbi.nlm.nih.gov/pubmed/21248740,Parkinson's disease,NR,,,NS
http://www.ncbi.nlm.nih.gov/pubmed/21084426,Parkinson's disease,BST1,100128646,952,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21084426,Parkinson's disease,Intergenic,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21084426,Parkinson's disease,SNCA,285513,6622,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/21044948,Parkinson's disease,NR,,,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/21044948,Parkinson's disease,SNCA,285513,6622,9.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/21044948,Parkinson's disease,MAPT,,,7.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/20711177,Parkinson's disease,HLA-DRA,,,2.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/20711177,Parkinson's disease,GAK,,,3.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/20711177,Parkinson's disease,SNCA,285513,6622,3.00E-11
http://www.ncbi.nlm.nih.gov/pubmed/20711177,Parkinson's disease,MAPT,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20070850?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=3,Parkinson's disease,PLEKHM1,,,6.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20070850?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=3,Parkinson's disease,SNCA,,,7.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/20070850?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=3,Parkinson's disease,TAS1R2,5081,80834,5.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/20070850?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=3,Parkinson's disease,DBC1,,,1.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20070850?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=3,Parkinson's disease,DGKQ,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/20070850?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=3,Parkinson's disease,NR,9945,57472,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19915576?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,PARK16,8934,254428,2.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/19915576?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,BST1,100128646,952,3.00E-09
http://www.ncbi.nlm.nih.gov/pubmed/19915576?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,SNCA,285513,6622,7.00E-17
http://www.ncbi.nlm.nih.gov/pubmed/19915576?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,LRRK2,,,3.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/19915575?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,MAPT,,,2.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/19915575?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,SNCA,,,2.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/19915575?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,PARK16,,,7.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/19915575?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,NSF,,,1.00E-14
http://www.ncbi.nlm.nih.gov/pubmed/19915575?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,BMP4,100271596,100847076,3.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19915575?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,CYP17A1,,,7.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/19915575?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,ITGA8,,,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19915575?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,MMRN1,6622,22915,1.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/19915575?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,C20orf82,140862,170516,5.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/19915575?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,STBD1,,,4.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/17052657?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Parkinson's disease,DLG2,,,7.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/17052657?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Parkinson's disease,BRDG1,,,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/17052657?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Parkinson's disease,Intergenic,728374,100874401,2.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/16252231?ordinalpos=6&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum,Parkinson's disease,SEMA5A,,,8.00E-06
http://www.ncbi.nlm.nih.gov/pubmed/22438815,Parkinson's disease,DGKQ,,,3.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/22438815,Parkinson's disease,STH,,,8.00E-52
http://www.ncbi.nlm.nih.gov/pubmed/21738487,Parkinson's disease,LAMP3,,,3.00E-10
http://www.ncbi.nlm.nih.gov/pubmed/21738487,Parkinson's disease,RAI1,,,6.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/21738487,Parkinson's disease,SYT4,,,2.00E-07
http://www.ncbi.nlm.nih.gov/pubmed/21292315,Parkinson's disease,LAMP3,56922,27074,8.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/21292315,Parkinson's disease,HIP1R,,,3.00E-13
http://www.ncbi.nlm.nih.gov/pubmed/20070850?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=3,Parkinson's disease,MAPT,,,6.00E-08
http://www.ncbi.nlm.nih.gov/pubmed/19915576?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,SLC45A3,8934,254428,2.00E-12
http://www.ncbi.nlm.nih.gov/pubmed/19915575?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,C17orf69,,,2.00E-16
http://www.ncbi.nlm.nih.gov/pubmed/19915575?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=1,Parkinson's disease,NUCKS1,,,7.00E-08
